     -4.12422925     -5.31231186      0.03960702
     -4.46924808     -0.13565520     -5.63302205
     -4.23795077     -0.18560933      0.23118396
     -4.24779053     -0.22343630      5.50952163
     -5.01189925      4.56914032     -0.03748954
      1.12785417     -5.24401562     -0.03179104
      1.16928106      0.14503745     -5.21638698
      1.02270436      0.10988525      0.09991844
      1.10004747      0.15023609      5.36075195
      0.60325551      5.45200574     -0.00248334
     -4.38286353     -2.47550761     -2.66854249
     -4.17717194     -2.82164123      2.82402528
     -4.54426187      2.08200935     -2.69649101
     -4.44254801      2.36731477      2.85213829
      1.15262091     -2.52115613     -2.58295988
      1.17771623     -2.56397046      2.71207787
      0.82580232      2.74406599     -2.56726086
      0.83235738      2.80395110      2.67999148
     -1.63019920     -5.05200427     -2.71947638
     -1.40347780     -5.33264453      2.73417380
     -1.59830878     -0.05867046     -2.54820295
     -1.59252224     -0.04192483      2.78290698
     -2.20862758      5.07801553     -2.58632458
     -2.14539475      5.24432790      2.55968384
      3.73961832      0.26276388     -2.44301531
      3.72195950      0.25528120      2.63614461
     -1.55444997     -2.42212955     -5.36597034
     -1.52705402     -2.62382098      0.10730729
     -1.39692178     -2.68372422      5.44001337
     -1.78995167      2.48132234     -5.29647004
     -1.82327794      2.53236749      0.06707988
     -1.75366167      2.67279560      5.38686212
      3.81908710     -2.54631374      0.07719354
      3.51415098      3.02818050      0.07146437
     -6.91569329     -2.76326550      0.08401953
     -7.52726727      1.06654508     -0.66854044
     -7.01987036     -0.27843304      2.86820176
     -7.93105918      3.46566891      2.17871271
