 48001   -0.74926462E+0001   -0.61503957E+0001   -0.48965183E+0001   -0.11083755E+0002   -0.61779943E+0001   -0.67472205E+0001   -0.61261491E+0001   -0.60568506E+0001   -0.11877329E+0002   -0.61549610E+0001   -0.60626317E+0001   -0.83573621E+0001   -0.88428082E+0001   -0.82683359E+0001   -0.89655878E+0001   -0.88262685E+0001   -0.88746672E+0001   -0.88747717E+0001   -0.88964321E+0001   -0.62129197E+0001   -0.61133084E+0001   -0.11487767E+0002   -0.11838773E+0002   -0.62349169E+0001   -0.61872778E+0001   -0.61896020E+0001   -0.61932755E+0001   -0.61041573E+0001   -0.11742104E+0002   -0.61313615E+0001   -0.62288825E+0001   -0.11718589E+0002   -0.61433345E+0001   -0.60648972E+0001   -0.60670605E+0001   -0.59676235E+0001   -0.59953458E+0001   -0.67337683E+0001   -0.41255534E+0001
 48050   -0.74944947E+0001   -0.61536345E+0001   -0.49127544E+0001   -0.11109367E+0002   -0.61768328E+0001   -0.67311151E+0001   -0.61333142E+0001   -0.60570647E+0001   -0.11890304E+0002   -0.61558236E+0001   -0.60607156E+0001   -0.83522437E+0001   -0.88418942E+0001   -0.82759434E+0001   -0.89629212E+0001   -0.88238614E+0001   -0.88684604E+0001   -0.88698374E+0001   -0.89034014E+0001   -0.62120114E+0001   -0.61143859E+0001   -0.11511624E+0002   -0.11843321E+0002   -0.62376913E+0001   -0.61742930E+0001   -0.61923318E+0001   -0.61979399E+0001   -0.61086885E+0001   -0.11728714E+0002   -0.61251688E+0001   -0.62219455E+0001   -0.11717039E+0002   -0.61416468E+0001   -0.60680244E+0001   -0.60634995E+0001   -0.59785116E+0001   -0.59903882E+0001   -0.67474556E+0001   -0.41366304E+0001
 48100   -0.74967929E+0001   -0.61688323E+0001   -0.49190762E+0001   -0.11114324E+0002   -0.61740826E+0001   -0.67392588E+0001   -0.61275516E+0001   -0.60564286E+0001   -0.11894465E+0002   -0.61596932E+0001   -0.60594986E+0001   -0.83677633E+0001   -0.88505450E+0001   -0.82635531E+0001   -0.89543313E+0001   -0.88278198E+0001   -0.88603325E+0001   -0.88687574E+0001   -0.89041953E+0001   -0.62072089E+0001   -0.61202296E+0001   -0.11499241E+0002   -0.11846486E+0002   -0.62419449E+0001   -0.61861783E+0001   -0.61880720E+0001   -0.61941494E+0001   -0.61246392E+0001   -0.11743505E+0002   -0.61244003E+0001   -0.62217917E+0001   -0.11707914E+0002   -0.61434623E+0001   -0.60834348E+0001   -0.60723306E+0001   -0.59785766E+0001   -0.59944873E+0001   -0.67474897E+0001   -0.41420789E+0001
 48150   -0.74982358E+0001   -0.61747772E+0001   -0.49401579E+0001   -0.11110346E+0002   -0.61713892E+0001   -0.67291192E+0001   -0.61318980E+0001   -0.60639220E+0001   -0.11891256E+0002   -0.61593743E+0001   -0.60568255E+0001   -0.83705422E+0001   -0.88532131E+0001   -0.82498813E+0001   -0.89654155E+0001   -0.88275036E+0001   -0.88659963E+0001   -0.88633053E+0001   -0.89013123E+0001   -0.62088669E+0001   -0.61254000E+0001   -0.11522860E+0002   -0.11846292E+0002   -0.62419843E+0001   -0.61895404E+0001   -0.61862011E+0001   -0.61918591E+0001   -0.61173536E+0001   -0.11754127E+0002   -0.61264992E+0001   -0.62165155E+0001   -0.11721835E+0002   -0.61430560E+0001   -0.60859405E+0001   -0.60718553E+0001   -0.59717968E+0001   -0.59892250E+0001   -0.67468223E+0001   -0.41486940E+0001
 48200   -0.74990764E+0001   -0.61765963E+0001   -0.49489532E+0001   -0.11076129E+0002   -0.61803523E+0001   -0.67213867E+0001   -0.61360703E+0001   -0.60641602E+0001   -0.11889433E+0002   -0.61556099E+0001   -0.60598551E+0001   -0.83744808E+0001   -0.88518436E+0001   -0.82443137E+0001   -0.89802204E+0001   -0.88277078E+0001   -0.88705206E+0001   -0.88567223E+0001   -0.89088049E+0001   -0.62160330E+0001   -0.61280750E+0001   -0.11507799E+0002   -0.11847383E+0002   -0.62464134E+0001   -0.61855823E+0001   -0.61839071E+0001   -0.62016147E+0001   -0.61327611E+0001   -0.11768508E+0002   -0.61261271E+0001   -0.62131124E+0001   -0.11727855E+0002   -0.61424194E+0001   -0.60843809E+0001   -0.60726452E+0001   -0.59723748E+0001   -0.59846847E+0001   -0.67534359E+0001   -0.41466298E+0001
 48250   -0.74995192E+0001   -0.61891596E+0001   -0.49555478E+0001   -0.11104898E+0002   -0.61792021E+0001   -0.67266614E+0001   -0.61389911E+0001   -0.60679025E+0001   -0.11895888E+0002   -0.61529713E+0001   -0.60642966E+0001   -0.83839142E+0001   -0.88480208E+0001   -0.82362114E+0001   -0.89795964E+0001   -0.88262043E+0001   -0.88630380E+0001   -0.88595369E+0001   -0.88999140E+0001   -0.62068311E+0001   -0.61278370E+0001   -0.11500575E+0002   -0.11844599E+0002   -0.62357992E+0001   -0.61837315E+0001   -0.61859728E+0001   -0.62023541E+0001   -0.61347828E+0001   -0.11767978E+0002   -0.61219687E+0001   -0.62026482E+0001   -0.11735152E+0002   -0.61376723E+0001   -0.60904801E+0001   -0.60821651E+0001   -0.59714890E+0001   -0.59791565E+0001   -0.67486929E+0001   -0.41498886E+0001
 48300   -0.75005535E+0001   -0.61882659E+0001   -0.49696749E+0001   -0.11096640E+0002   -0.61784042E+0001   -0.67142226E+0001   -0.61430986E+0001   -0.60716825E+0001   -0.11898825E+0002   -0.61570435E+0001   -0.60607032E+0001   -0.83766992E+0001   -0.88480097E+0001   -0.82507796E+0001   -0.89856582E+0001   -0.88218234E+0001   -0.88687518E+0001   -0.88650641E+0001   -0.89058950E+0001   -0.62016779E+0001   -0.61323218E+0001   -0.11523920E+0002   -0.11832660E+0002   -0.62408152E+0001   -0.61842146E+0001   -0.61772004E+0001   -0.62037390E+0001   -0.61295930E+0001   -0.11778059E+0002   -0.61256733E+0001   -0.62028920E+0001   -0.11738755E+0002   -0.61353967E+0001   -0.60894085E+0001   -0.60783423E+0001   -0.59666114E+0001   -0.59673633E+0001   -0.67589871E+0001   -0.41521609E+0001
 48350   -0.75013684E+0001   -0.61842107E+0001   -0.49760556E+0001   -0.11125890E+0002   -0.61765983E+0001   -0.67296084E+0001   -0.61401086E+0001   -0.60685930E+0001   -0.11905778E+0002   -0.61592729E+0001   -0.60659007E+0001   -0.83767626E+0001   -0.88585842E+0001   -0.82175429E+0001   -0.89738540E+0001   -0.88403130E+0001   -0.88630255E+0001   -0.88642465E+0001   -0.89009387E+0001   -0.61952244E+0001   -0.61314679E+0001   -0.11533994E+0002   -0.11851133E+0002   -0.62364756E+0001   -0.61923876E+0001   -0.61801532E+0001   -0.62007146E+0001   -0.61337223E+0001   -0.11785706E+0002   -0.61241100E+0001   -0.62057356E+0001   -0.11730942E+0002   -0.61299174E+0001   -0.60873371E+0001   -0.60783982E+0001   -0.59681865E+0001   -0.59554045E+0001   -0.67571778E+0001   -0.41465270E+0001
 48400   -0.75021468E+0001   -0.61878868E+0001   -0.49835464E+0001   -0.11104236E+0002   -0.61712615E+0001   -0.67353606E+0001   -0.61397206E+0001   -0.60714630E+0001   -0.11908435E+0002   -0.61643163E+0001   -0.60643656E+0001   -0.83797458E+0001   -0.88626712E+0001   -0.82296296E+0001   -0.89827778E+0001   -0.88402182E+0001   -0.88595191E+0001   -0.88675647E+0001   -0.89050325E+0001   -0.61916313E+0001   -0.61351704E+0001   -0.11539555E+0002   -0.11843282E+0002   -0.62345014E+0001   -0.61928837E+0001   -0.61860285E+0001   -0.62001813E+0001   -0.61257248E+0001   -0.11789322E+0002   -0.61199340E+0001   -0.62018454E+0001   -0.11720776E+0002   -0.61273168E+0001   -0.60893157E+0001   -0.60826162E+0001   -0.59778615E+0001   -0.59564402E+0001   -0.67531901E+0001   -0.41562533E+0001
 48450   -0.75027279E+0001   -0.61981729E+0001   -0.49896744E+0001   -0.11087309E+0002   -0.61660428E+0001   -0.67207209E+0001   -0.61439093E+0001   -0.60740189E+0001   -0.11898006E+0002   -0.61612870E+0001   -0.60643108E+0001   -0.83718255E+0001   -0.88566775E+0001   -0.82464697E+0001   -0.89966663E+0001   -0.88391445E+0001   -0.88612311E+0001   -0.88687029E+0001   -0.89111784E+0001   -0.61981028E+0001   -0.61369924E+0001   -0.11537260E+0002   -0.11848517E+0002   -0.62285036E+0001   -0.61939791E+0001   -0.61895671E+0001   -0.61992868E+0001   -0.61183688E+0001   -0.11774316E+0002   -0.61235941E+0001   -0.62008044E+0001   -0.11755228E+0002   -0.61300920E+0001   -0.60936064E+0001   -0.60804017E+0001   -0.59752273E+0001   -0.59627894E+0001   -0.67461610E+0001   -0.41555159E+0001
 48500   -0.75033901E+0001   -0.61887520E+0001   -0.50095696E+0001   -0.11103043E+0002   -0.61620719E+0001   -0.67201225E+0001   -0.61422938E+0001   -0.60723564E+0001   -0.11893844E+0002   -0.61554038E+0001   -0.60680220E+0001   -0.83627142E+0001   -0.88679082E+0001   -0.82459943E+0001   -0.89806869E+0001   -0.88388958E+0001   -0.88621800E+0001   -0.88647041E+0001   -0.89014535E+0001   -0.61950061E+0001   -0.61344428E+0001   -0.11561449E+0002   -0.11861290E+0002   -0.62313662E+0001   -0.61995051E+0001   -0.61843946E+0001   -0.62006248E+0001   -0.61185701E+0001   -0.11786561E+0002   -0.61290794E+0001   -0.61969055E+0001   -0.11747860E+0002   -0.61302232E+0001   -0.60960233E+0001   -0.60862330E+0001   -0.59763258E+0001   -0.59538296E+0001   -0.67423169E+0001   -0.41567986E+0001
 48550   -0.75040556E+0001   -0.61861996E+0001   -0.50227974E+0001   -0.11110289E+0002   -0.61660753E+0001   -0.67176599E+0001   -0.61368248E+0001   -0.60696046E+0001   -0.11895336E+0002   -0.61538722E+0001   -0.60660682E+0001   -0.83601287E+0001   -0.88685740E+0001   -0.82198246E+0001   -0.89865340E+0001   -0.88464141E+0001   -0.88567041E+0001   -0.88703677E+0001   -0.89028092E+0001   -0.62004257E+0001   -0.61364239E+0001   -0.11577558E+0002   -0.11863189E+0002   -0.62213696E+0001   -0.61894103E+0001   -0.61834409E+0001   -0.61897784E+0001   -0.61238150E+0001   -0.11793600E+0002   -0.61293548E+0001   -0.61962343E+0001   -0.11753490E+0002   -0.61326634E+0001   -0.60955093E+0001   -0.60890806E+0001   -0.59765257E+0001   -0.59663559E+0001   -0.67472148E+0001   -0.41525906E+0001
 48600   -0.75045052E+0001   -0.61815448E+0001   -0.50240094E+0001   -0.11100694E+0002   -0.61740059E+0001   -0.67083258E+0001   -0.61380062E+0001   -0.60740712E+0001   -0.11899676E+0002   -0.61526371E+0001   -0.60662208E+0001   -0.83651782E+0001   -0.88726699E+0001   -0.82265167E+0001   -0.89822150E+0001   -0.88480912E+0001   -0.88642765E+0001   -0.88743535E+0001   -0.89057420E+0001   -0.61973463E+0001   -0.61366458E+0001   -0.11580678E+0002   -0.11863231E+0002   -0.62202939E+0001   -0.61869381E+0001   -0.61734743E+0001   -0.61932807E+0001   -0.61250240E+0001   -0.11798693E+0002   -0.61351477E+0001   -0.61954708E+0001   -0.11746847E+0002   -0.61320597E+0001   -0.60856810E+0001   -0.60948922E+0001   -0.59836868E+0001   -0.59601490E+0001   -0.67484367E+0001   -0.41549895E+0001
