 13501   -0.36873199E+0001   -0.35289920E+0001   -0.37404884E+0001   -0.28031823E+0001   -0.37413739E+0001   -0.35299218E+0001   -0.45709302E+0001   -0.38963509E+0001
 13600   -0.36819540E+0001   -0.35200767E+0001   -0.37239054E+0001   -0.27996723E+0001   -0.37429611E+0001   -0.35251278E+0001   -0.45724457E+0001   -0.38894888E+0001
 13700   -0.36829009E+0001   -0.35159293E+0001   -0.37164636E+0001   -0.28090871E+0001   -0.37301645E+0001   -0.35171803E+0001   -0.45782486E+0001   -0.39132327E+0001
 13800   -0.36803621E+0001   -0.35059107E+0001   -0.37199116E+0001   -0.28006308E+0001   -0.37189183E+0001   -0.35144408E+0001   -0.45893214E+0001   -0.39134011E+0001
 13900   -0.36770554E+0001   -0.35031329E+0001   -0.37145071E+0001   -0.27961072E+0001   -0.37097814E+0001   -0.35040589E+0001   -0.45905849E+0001   -0.39212153E+0001
 14000   -0.36840123E+0001   -0.35161910E+0001   -0.37122855E+0001   -0.28081540E+0001   -0.37188939E+0001   -0.35209941E+0001   -0.45844426E+0001   -0.39271250E+0001
 14100   -0.36827045E+0001   -0.35107601E+0001   -0.37143927E+0001   -0.28101189E+0001   -0.37046004E+0001   -0.35182061E+0001   -0.45800927E+0001   -0.39407605E+0001
 14200   -0.36856372E+0001   -0.35121951E+0001   -0.37020495E+0001   -0.28107774E+0001   -0.37142115E+0001   -0.35203364E+0001   -0.45984648E+0001   -0.39414257E+0001
 14300   -0.36857367E+0001   -0.35113523E+0001   -0.37016302E+0001   -0.28126499E+0001   -0.37141901E+0001   -0.35209722E+0001   -0.46031499E+0001   -0.39362124E+0001
 14400   -0.36848982E+0001   -0.35186559E+0001   -0.37210644E+0001   -0.28116151E+0001   -0.37089065E+0001   -0.35110439E+0001   -0.45955681E+0001   -0.39274335E+0001
 14500   -0.36836512E+0001   -0.35251350E+0001   -0.37277167E+0001   -0.28006505E+0001   -0.37134136E+0001   -0.35213093E+0001   -0.45813954E+0001   -0.39159379E+0001
 14600   -0.36814284E+0001   -0.35080499E+0001   -0.37123433E+0001   -0.28136754E+0001   -0.37274714E+0001   -0.35277858E+0001   -0.45614149E+0001   -0.39192582E+0001
 14700   -0.36841163E+0001   -0.35230215E+0001   -0.37010133E+0001   -0.28262917E+0001   -0.37122875E+0001   -0.35233936E+0001   -0.45887220E+0001   -0.39140842E+0001
 14800   -0.36835947E+0001   -0.35295297E+0001   -0.37039025E+0001   -0.28254416E+0001   -0.37124967E+0001   -0.35317060E+0001   -0.45752937E+0001   -0.39067929E+0001
 14900   -0.36816557E+0001   -0.35261954E+0001   -0.36961715E+0001   -0.28251033E+0001   -0.37140293E+0001   -0.35301221E+0001   -0.45879269E+0001   -0.38920414E+0001
 15000   -0.36880788E+0001   -0.35272456E+0001   -0.36994856E+0001   -0.28295788E+0001   -0.37058634E+0001   -0.35316871E+0001   -0.45900395E+0001   -0.39326519E+0001
 15100   -0.36853285E+0001   -0.35264624E+0001   -0.37060319E+0001   -0.28172462E+0001   -0.36934688E+0001   -0.35201328E+0001   -0.45925684E+0001   -0.39413888E+0001
 15200   -0.36878452E+0001   -0.35208244E+0001   -0.36877557E+0001   -0.28312843E+0001   -0.36840453E+0001   -0.35135374E+0001   -0.46159230E+0001   -0.39615463E+0001
 15300   -0.36871302E+0001   -0.35079260E+0001   -0.36659680E+0001   -0.28469517E+0001   -0.36921510E+0001   -0.35242095E+0001   -0.46093890E+0001   -0.39633160E+0001
 15400   -0.36892220E+0001   -0.35150825E+0001   -0.36729683E+0001   -0.28402826E+0001   -0.36841144E+0001   -0.35162676E+0001   -0.46221479E+0001   -0.39736905E+0001
 15500   -0.36943836E+0001   -0.35203464E+0001   -0.36727867E+0001   -0.28599147E+0001   -0.36638946E+0001   -0.35193370E+0001   -0.46226531E+0001   -0.40017524E+0001
 15600   -0.36945910E+0001   -0.35147070E+0001   -0.36554180E+0001   -0.28610666E+0001   -0.36584477E+0001   -0.35093404E+0001   -0.46321509E+0001   -0.40310066E+0001
 15700   -0.36969494E+0001   -0.35164988E+0001   -0.36583124E+0001   -0.28638468E+0001   -0.36537686E+0001   -0.35221025E+0001   -0.46369453E+0001   -0.40271711E+0001
 15800   -0.36972228E+0001   -0.35113047E+0001   -0.36499917E+0001   -0.28718491E+0001   -0.36532012E+0001   -0.35197033E+0001   -0.46391973E+0001   -0.40353125E+0001
 15900   -0.37007656E+0001   -0.35228123E+0001   -0.36576834E+0001   -0.28888634E+0001   -0.36160826E+0001   -0.35130328E+0001   -0.46585572E+0001   -0.40483276E+0001
 16000   -0.37051782E+0001   -0.35055068E+0001   -0.36379480E+0001   -0.28966304E+0001   -0.36264796E+0001   -0.35137270E+0001   -0.46705572E+0001   -0.40853987E+0001
 16100   -0.37106009E+0001   -0.35044437E+0001   -0.36237222E+0001   -0.29089264E+0001   -0.36289550E+0001   -0.35063915E+0001   -0.46867797E+0001   -0.41149881E+0001
 16200   -0.37168350E+0001   -0.35164903E+0001   -0.36133637E+0001   -0.29315235E+0001   -0.36138874E+0001   -0.35075004E+0001   -0.46986867E+0001   -0.41363933E+0001
 16300   -0.37274806E+0001   -0.35070485E+0001   -0.36105858E+0001   -0.29473893E+0001   -0.35940002E+0001   -0.34973760E+0001   -0.47314071E+0001   -0.42045575E+0001
 16400   -0.37385299E+0001   -0.35084592E+0001   -0.35973792E+0001   -0.29700397E+0001   -0.35937059E+0001   -0.35084601E+0001   -0.47572846E+0001   -0.42343807E+0001
 16500   -0.37495586E+0001   -0.35018779E+0001   -0.35874373E+0001   -0.29937964E+0001   -0.35896849E+0001   -0.35034791E+0001   -0.47793475E+0001   -0.42912871E+0001
 16600   -0.37623281E+0001   -0.35024404E+0001   -0.35718940E+0001   -0.30257645E+0001   -0.35781863E+0001   -0.35082906E+0001   -0.47995088E+0001   -0.43502123E+0001
 16700   -0.37704634E+0001   -0.34998243E+0001   -0.35552138E+0001   -0.30504898E+0001   -0.35634789E+0001   -0.35022486E+0001   -0.48262823E+0001   -0.43957063E+0001
 16800   -0.37804507E+0001   -0.34945805E+0001   -0.35467760E+0001   -0.30873906E+0001   -0.35558662E+0001   -0.34985618E+0001   -0.48551666E+0001   -0.44248130E+0001
 16900   -0.37885951E+0001   -0.34890793E+0001   -0.35338016E+0001   -0.31061313E+0001   -0.35400609E+0001   -0.34853004E+0001   -0.48897476E+0001   -0.44760449E+0001
 17000   -0.37971271E+0001   -0.34862033E+0001   -0.35399084E+0001   -0.31241739E+0001   -0.35490441E+0001   -0.34885707E+0001   -0.48785571E+0001   -0.45134321E+0001
 17100   -0.38058720E+0001   -0.34909602E+0001   -0.35340108E+0001   -0.31431972E+0001   -0.35450926E+0001   -0.34981722E+0001   -0.48913309E+0001   -0.45383398E+0001
 17200   -0.38204217E+0001   -0.35086151E+0001   -0.35507272E+0001   -0.31818672E+0001   -0.35415822E+0001   -0.35064666E+0001   -0.48804161E+0001   -0.45732777E+0001
 17300   -0.38419578E+0001   -0.35082256E+0001   -0.35331935E+0001   -0.32476197E+0001   -0.35428705E+0001   -0.35090549E+0001   -0.49034716E+0001   -0.46492691E+0001
 17400   -0.38652346E+0001   -0.35075688E+0001   -0.35302288E+0001   -0.33142746E+0001   -0.35394730E+0001   -0.35125226E+0001   -0.49266716E+0001   -0.47259029E+0001
 17500   -0.38903129E+0001   -0.35066984E+0001   -0.35298515E+0001   -0.33840134E+0001   -0.35195566E+0001   -0.35039747E+0001   -0.49547096E+0001   -0.48333860E+0001
