     1   -0.38899497E+0001   -0.35017993E+0001   -0.35038268E+0001   -0.34756157E+0001   -0.34745385E+0001   -0.35220219E+0001   -0.48741142E+0001   -0.48777317E+0001
   100   -0.38871150E+0001   -0.35017796E+0001   -0.35044061E+0001   -0.34732709E+0001   -0.34704208E+0001   -0.35221074E+0001   -0.48667304E+0001   -0.48710894E+0001
   200   -0.38889839E+0001   -0.35055306E+0001   -0.35074143E+0001   -0.34742985E+0001   -0.34722636E+0001   -0.35231908E+0001   -0.48676497E+0001   -0.48725397E+0001
   300   -0.38914113E+0001   -0.35092607E+0001   -0.35101319E+0001   -0.34731605E+0001   -0.34754920E+0001   -0.35229385E+0001   -0.48736618E+0001   -0.48752339E+0001
   400   -0.38918104E+0001   -0.35110796E+0001   -0.35093970E+0001   -0.34697906E+0001   -0.34806959E+0001   -0.35223929E+0001   -0.48751671E+0001   -0.48741497E+0001
     1   -0.38899267E+0001   -0.35017887E+0001   -0.35038199E+0001   -0.34755965E+0001   -0.34745181E+0001   -0.35220221E+0001   -0.48740858E+0001   -0.48776556E+0001
   100   -0.38851839E+0001   -0.35003368E+0001   -0.35035392E+0001   -0.34720176E+0001   -0.34679889E+0001   -0.35229226E+0001   -0.48625975E+0001   -0.48668850E+0001
   200   -0.38838297E+0001   -0.35016354E+0001   -0.35050166E+0001   -0.34726666E+0001   -0.34627916E+0001   -0.35247596E+0001   -0.48563453E+0001   -0.48635925E+0001
   300   -0.38821695E+0001   -0.35042538E+0001   -0.35088235E+0001   -0.34765334E+0001   -0.34523965E+0001   -0.35277309E+0001   -0.48398667E+0001   -0.48655820E+0001
   400   -0.38808641E+0001   -0.35057564E+0001   -0.35088698E+0001   -0.34740672E+0001   -0.34474905E+0001   -0.35267935E+0001   -0.48359760E+0001   -0.48670954E+0001
   500   -0.38807249E+0001   -0.35075823E+0001   -0.35068430E+0001   -0.34728249E+0001   -0.34475984E+0001   -0.35262763E+0001   -0.48383484E+0001   -0.48656012E+0001
   600   -0.38800061E+0001   -0.35084515E+0001   -0.35027558E+0001   -0.34709709E+0001   -0.34462177E+0001   -0.35256518E+0001   -0.48399715E+0001   -0.48660238E+0001
   700   -0.38793564E+0001   -0.35096744E+0001   -0.34996941E+0001   -0.34644455E+0001   -0.34470831E+0001   -0.35240761E+0001   -0.48451493E+0001   -0.48653720E+0001
   800   -0.38787322E+0001   -0.35080473E+0001   -0.35024322E+0001   -0.34491405E+0001   -0.34560778E+0001   -0.35184610E+0001   -0.48550216E+0001   -0.48619450E+0001
