         1     -3.26783300     -4.05774910      1.34136569
         1     -5.93133454     -0.26253435     -4.72871297
         1     -5.00932774     -0.67038131     -0.53657427
         1     -7.12989830      1.97141768      3.66346460
         1     -4.09564337      5.54201237      1.98741047
         1      1.44663925     -3.95177319     -0.21897629
         1     -0.00894157      0.81220762     -5.87145200
         1      1.75168020     -0.38228910     -1.05915776
         1     -0.07113211      0.36488432      5.62160050
         1      2.13063383      4.02603251      0.33539968
         1     -4.48670868     -3.29042834     -2.98064882
         1     -5.14026367     -1.31018876      3.22597416
         1     -4.27420672      3.45817425     -1.61275563
         1     -4.05801508      1.93900606      1.67014921
         1      0.37203897     -2.41287753     -3.89674375
         1      1.82826957     -2.46210583      3.19203435
         1      1.64525607      2.65326036     -3.07158904
         1      1.65582083      1.03461381      2.31927006
         1     -1.52151834     -5.33210866     -2.06779584
         1     -1.35837106     -3.75428657      4.54461859
         1     -2.66663698      0.56701321     -3.33291007
         1     -1.61220430     -0.64820910      2.49940817
         1     -1.23779188      5.50950072     -0.49850000
         1     -0.94175868      3.54943884      2.97086844
         1      3.98685531     -2.78324891     -2.88260241
         1      5.15511209      0.87968011      3.41500120
         1     -2.70426740     -1.99872910     -6.02416983
         1     -1.57304334     -1.82878981     -0.90100687
         1     -3.35526362     -1.40102057      6.54533148
         1     -1.58214193      4.06596121     -4.08188268
         1     -0.99726354      1.86258585     -0.34878451
         1     -3.54080751      2.02743253      5.23372419
         1      4.64112840     -1.71627427      0.72656775
         1      4.97266064      0.91800388     -2.23841930
         1     -6.73077551     -3.93296254      0.06803318
         1     -8.32004168     -1.29694384     -2.10299498
         1     -8.46455062     -0.97976581      1.63479250
         1     -7.43100369      2.10508820     -0.18585841
