  2600   -0.75026979E+0001   -0.59925575E+0001   -0.60274207E+0001   -0.11875485E+0002   -0.60301056E+0001   -0.59338085E+0001   -0.60762832E+0001   -0.59853936E+0001   -0.11569194E+0002   -0.59608042E+0001   -0.60036740E+0001   -0.87779560E+0001   -0.87848295E+0001   -0.87687272E+0001   -0.87254126E+0001   -0.87552472E+0001   -0.88129512E+0001   -0.87697208E+0001   -0.88105327E+0001   -0.60156139E+0001   -0.60316584E+0001
  2800   -0.75027510E+0001   -0.59896819E+0001   -0.60265784E+0001   -0.11861636E+0002   -0.60220363E+0001   -0.59361005E+0001   -0.60905785E+0001   -0.59804473E+0001   -0.11595250E+0002   -0.59610245E+0001   -0.60034033E+0001   -0.87881135E+0001   -0.87819515E+0001   -0.87662948E+0001   -0.87264313E+0001   -0.87492039E+0001   -0.88066501E+0001   -0.87605361E+0001   -0.88206207E+0001   -0.60125909E+0001   -0.60346013E+0001
  3000   -0.75031072E+0001   -0.59939366E+0001   -0.60240662E+0001   -0.11866449E+0002   -0.60318744E+0001   -0.59359045E+0001   -0.60939526E+0001   -0.59741827E+0001   -0.11622388E+0002   -0.59621906E+0001   -0.60133572E+0001   -0.87836739E+0001   -0.87756739E+0001   -0.87729263E+0001   -0.87361283E+0001   -0.87317825E+0001   -0.87995603E+0001   -0.87629769E+0001   -0.88053729E+0001   -0.60047414E+0001   -0.60275684E+0001
  3200   -0.75029745E+0001   -0.59948038E+0001   -0.60353322E+0001   -0.11870802E+0002   -0.60432854E+0001   -0.59274783E+0001   -0.60914910E+0001   -0.59862840E+0001   -0.11627530E+0002   -0.59705589E+0001   -0.60063550E+0001   -0.87898914E+0001   -0.87698738E+0001   -0.87768293E+0001   -0.87359009E+0001   -0.87103517E+0001   -0.87983698E+0001   -0.87562825E+0001   -0.88072834E+0001   -0.60016608E+0001   -0.60291974E+0001
  3400   -0.75021536E+0001   -0.60023233E+0001   -0.60306141E+0001   -0.11854983E+0002   -0.60353631E+0001   -0.59305177E+0001   -0.60895115E+0001   -0.59779286E+0001   -0.11630357E+0002   -0.59715573E+0001   -0.60015531E+0001   -0.87813770E+0001   -0.87724895E+0001   -0.87786715E+0001   -0.87486377E+0001   -0.87098928E+0001   -0.87810203E+0001   -0.87467820E+0001   -0.88051004E+0001   -0.60026872E+0001   -0.60260403E+0001
  3600   -0.75021527E+0001   -0.60012882E+0001   -0.60390804E+0001   -0.11871780E+0002   -0.60311778E+0001   -0.59296413E+0001   -0.60866886E+0001   -0.59705993E+0001   -0.11617917E+0002   -0.59667725E+0001   -0.60052191E+0001   -0.87740446E+0001   -0.87861368E+0001   -0.87704602E+0001   -0.87553280E+0001   -0.87190370E+0001   -0.87976896E+0001   -0.87325248E+0001   -0.88068715E+0001   -0.60090359E+0001   -0.60232018E+0001
  3800   -0.75014982E+0001   -0.59981915E+0001   -0.60364327E+0001   -0.11853538E+0002   -0.60325663E+0001   -0.59225814E+0001   -0.60907527E+0001   -0.59774352E+0001   -0.11629376E+0002   -0.59568141E+0001   -0.60107036E+0001   -0.87715762E+0001   -0.87848293E+0001   -0.87728756E+0001   -0.87565870E+0001   -0.87180243E+0001   -0.88006436E+0001   -0.87365781E+0001   -0.88073362E+0001   -0.60089360E+0001   -0.60296605E+0001
  4000   -0.75013503E+0001   -0.60019826E+0001   -0.60343148E+0001   -0.11870936E+0002   -0.60305188E+0001   -0.59262683E+0001   -0.60942929E+0001   -0.59794691E+0001   -0.11617622E+0002   -0.59609323E+0001   -0.60040161E+0001   -0.87621968E+0001   -0.87853007E+0001   -0.87739611E+0001   -0.87536021E+0001   -0.87147190E+0001   -0.87882613E+0001   -0.87322069E+0001   -0.88062276E+0001   -0.60127598E+0001   -0.60304440E+0001
  4200   -0.75013315E+0001   -0.60054265E+0001   -0.60405393E+0001   -0.11871181E+0002   -0.60247801E+0001   -0.59204083E+0001   -0.60921096E+0001   -0.59901615E+0001   -0.11616130E+0002   -0.59593064E+0001   -0.60025765E+0001   -0.87459757E+0001   -0.87812351E+0001   -0.87635090E+0001   -0.87647907E+0001   -0.86971815E+0001   -0.87790933E+0001   -0.87552958E+0001   -0.88185854E+0001   -0.60082214E+0001   -0.60349986E+0001
  4400   -0.75012480E+0001   -0.59948583E+0001   -0.60393366E+0001   -0.11861304E+0002   -0.60201085E+0001   -0.59222055E+0001   -0.60905120E+0001   -0.59904699E+0001   -0.11627160E+0002   -0.59572170E+0001   -0.60038115E+0001   -0.87501088E+0001   -0.87786521E+0001   -0.87760697E+0001   -0.87864121E+0001   -0.86944717E+0001   -0.87672706E+0001   -0.87568639E+0001   -0.88232138E+0001   -0.60107036E+0001   -0.60406474E+0001
