 80001   -0.27692839E+0001   -0.56540476E+0001   -0.42201451E+0001   -0.57235411E+0001   -0.55008302E+0001   -0.20113874E+0001   -0.20213235E+0001   -0.69985184E+0000   -0.10179872E+0001   -0.22104408E+0001   -0.21210318E+0001    0.55081731E-0001   -0.21059026E+0001
 80050   -0.27797099E+0001   -0.56715273E+0001   -0.42489993E+0001   -0.57378836E+0001   -0.55141474E+0001   -0.20169211E+0001   -0.20327821E+0001   -0.70137845E+0000   -0.10236775E+0001   -0.22180334E+0001   -0.21319420E+0001    0.49403960E-0001   -0.21086303E+0001
 80100   -0.27911029E+0001   -0.56738705E+0001   -0.42914356E+0001   -0.57488406E+0001   -0.55314789E+0001   -0.20198155E+0001   -0.20469331E+0001   -0.70247457E+0000   -0.10364486E+0001   -0.22272888E+0001   -0.21465321E+0001    0.41221123E-0001   -0.21093376E+0001
 80150   -0.28046038E+0001   -0.56464244E+0001   -0.43431165E+0001   -0.57691582E+0001   -0.55588768E+0001   -0.20255618E+0001   -0.20736544E+0001   -0.70425157E+0000   -0.10475763E+0001   -0.22377211E+0001   -0.21671408E+0001    0.25296446E-0001   -0.21070605E+0001
 80200   -0.28256169E+0001   -0.56581115E+0001   -0.43964363E+0001   -0.58055604E+0001   -0.55905080E+0001   -0.20317888E+0001   -0.21043049E+0001   -0.70361649E+0000   -0.10666929E+0001   -0.22460899E+0001   -0.21815924E+0001   -0.18761228E-0001   -0.21039397E+0001
 80250   -0.28591276E+0001   -0.57105392E+0001   -0.43887012E+0001   -0.58158402E+0001   -0.57393126E+0001   -0.20390079E+0001   -0.21364294E+0001   -0.70050614E+0000   -0.10781960E+0001   -0.22506483E+0001   -0.21957487E+0001   -0.16513789E+0000   -0.20894639E+0001
 80300   -0.29762632E+0001   -0.57015551E+0001   -0.42858279E+0001   -0.59316758E+0001   -0.64716689E+0001   -0.20526115E+0001   -0.21576195E+0001   -0.73207235E+0000   -0.96438518E+0000   -0.22451279E+0001   -0.22061449E+0001   -0.85995392E+0000   -0.21065159E+0001
 80350   -0.32179271E+0001   -0.58831544E+0001   -0.44804823E+0001   -0.60148346E+0001   -0.75709259E+0001   -0.20536125E+0001   -0.22097043E+0001   -0.73275750E+0000   -0.11123596E+0001   -0.22334422E+0001   -0.22198020E+0001   -0.19782217E+0001   -0.21258288E+0001
 80400   -0.32711879E+0001   -0.60468942E+0001   -0.45397900E+0001   -0.60354755E+0001   -0.77310018E+0001   -0.20650307E+0001   -0.22592833E+0001   -0.68202508E+0000   -0.12042416E+0001   -0.22324379E+0001   -0.22255929E+0001   -0.21110435E+0001   -0.21214380E+0001
 80450   -0.33093359E+0001   -0.61733628E+0001   -0.45670860E+0001   -0.60505904E+0001   -0.78449966E+0001   -0.20762801E+0001   -0.22994116E+0001   -0.65176549E+0000   -0.12681922E+0001   -0.22311295E+0001   -0.22307467E+0001   -0.21982044E+0001   -0.21202653E+0001
 80500   -0.33358736E+0001   -0.62627730E+0001   -0.45814145E+0001   -0.60623139E+0001   -0.79231723E+0001   -0.20888057E+0001   -0.23253364E+0001   -0.63614332E+0000   -0.13116150E+0001   -0.22307133E+0001   -0.22350082E+0001   -0.22536840E+0001   -0.21195032E+0001
 80550   -0.33565716E+0001   -0.63358516E+0001   -0.45969061E+0001   -0.60705671E+0001   -0.79825287E+0001   -0.21027668E+0001   -0.23402092E+0001   -0.62786800E+0000   -0.13480444E+0001   -0.22311955E+0001   -0.22371294E+0001   -0.22848385E+0001   -0.21209535E+0001
 80600   -0.33733213E+0001   -0.63960985E+0001   -0.46106884E+0001   -0.60831650E+0001   -0.80247478E+0001   -0.21176174E+0001   -0.23538401E+0001   -0.62165977E+0000   -0.13725837E+0001   -0.22329227E+0001   -0.22421040E+0001   -0.22998127E+0001   -0.21246159E+0001
 80650   -0.33872732E+0001   -0.64425768E+0001   -0.46256835E+0001   -0.60963612E+0001   -0.80602637E+0001   -0.21307360E+0001   -0.23612643E+0001   -0.62134157E+0000   -0.13942324E+0001   -0.22348447E+0001   -0.22441935E+0001   -0.23072961E+0001   -0.21284843E+0001
 80700   -0.34005519E+0001   -0.64894300E+0001   -0.46415417E+0001   -0.61087137E+0001   -0.80925327E+0001   -0.21472158E+0001   -0.23676224E+0001   -0.61889418E+0000   -0.14125537E+0001   -0.22367690E+0001   -0.22465112E+0001   -0.23116095E+0001   -0.21332285E+0001
 80750   -0.34118611E+0001   -0.65289309E+0001   -0.46546721E+0001   -0.61206910E+0001   -0.81180125E+0001   -0.21624821E+0001   -0.23728686E+0001   -0.61722187E+0000   -0.14271995E+0001   -0.22392356E+0001   -0.22495437E+0001   -0.23152602E+0001   -0.21362156E+0001
 80800   -0.34221237E+0001   -0.65631372E+0001   -0.46696458E+0001   -0.61319436E+0001   -0.81447391E+0001   -0.21769992E+0001   -0.23750570E+0001   -0.61644021E+0000   -0.14388724E+0001   -0.22400972E+0001   -0.22511249E+0001   -0.23176972E+0001   -0.21397304E+0001
 80850   -0.34319005E+0001   -0.65966708E+0001   -0.46841540E+0001   -0.61407932E+0001   -0.81685988E+0001   -0.21928316E+0001   -0.23785502E+0001   -0.61557865E+0000   -0.14500610E+0001   -0.22411924E+0001   -0.22528080E+0001   -0.23182685E+0001   -0.21432986E+0001
 80900   -0.34408222E+0001   -0.66285452E+0001   -0.46992533E+0001   -0.61487549E+0001   -0.81876833E+0001   -0.22095620E+0001   -0.23808871E+0001   -0.61428259E+0000   -0.14599995E+0001   -0.22431937E+0001   -0.22549729E+0001   -0.23191171E+0001   -0.21436145E+0001
 80950   -0.34500160E+0001   -0.66579885E+0001   -0.47141968E+0001   -0.61571356E+0001   -0.82123954E+0001   -0.22260159E+0001   -0.23805568E+0001   -0.61204876E+0000   -0.14713113E+0001   -0.22439814E+0001   -0.22567067E+0001   -0.23220097E+0001   -0.21458447E+0001
 81000   -0.34586799E+0001   -0.66874830E+0001   -0.47347965E+0001   -0.61620599E+0001   -0.82345669E+0001   -0.22436811E+0001   -0.23802242E+0001   -0.60943335E+0000   -0.14802425E+0001   -0.22451076E+0001   -0.22577022E+0001   -0.23209228E+0001   -0.21479390E+0001
 81050   -0.34670081E+0001   -0.67167698E+0001   -0.47554750E+0001   -0.61669960E+0001   -0.82534209E+0001   -0.22609808E+0001   -0.23808293E+0001   -0.60879984E+0000   -0.14889152E+0001   -0.22465248E+0001   -0.22578735E+0001   -0.23192515E+0001   -0.21482599E+0001
 81100   -0.34747820E+0001   -0.67409831E+0001   -0.47772176E+0001   -0.61704913E+0001   -0.82750287E+0001   -0.22755290E+0001   -0.23802607E+0001   -0.60724445E+0000   -0.14962875E+0001   -0.22472912E+0001   -0.22589376E+0001   -0.23189466E+0001   -0.21491667E+0001
 81150   -0.34813339E+0001   -0.67622128E+0001   -0.47927533E+0001   -0.61759571E+0001   -0.82920660E+0001   -0.22889196E+0001   -0.23794321E+0001   -0.60541551E+0000   -0.15011491E+0001   -0.22480006E+0001   -0.22606043E+0001   -0.23195897E+0001   -0.21499067E+0001
 81200   -0.34881038E+0001   -0.67799695E+0001   -0.48145734E+0001   -0.61797982E+0001   -0.83122177E+0001   -0.23018027E+0001   -0.23769890E+0001   -0.60657699E+0000   -0.15069496E+0001   -0.22490854E+0001   -0.22598708E+0001   -0.23188939E+0001   -0.21505185E+0001
 81250   -0.34940561E+0001   -0.67953838E+0001   -0.48323479E+0001   -0.61847245E+0001   -0.83284106E+0001   -0.23125502E+0001   -0.23751670E+0001   -0.60746346E+0000   -0.15100456E+0001   -0.22499358E+0001   -0.22612330E+0001   -0.23201385E+0001   -0.21512733E+0001
 81300   -0.34993405E+0001   -0.68075546E+0001   -0.48550078E+0001   -0.61864901E+0001   -0.83428880E+0001   -0.23198756E+0001   -0.23761087E+0001   -0.60728385E+0000   -0.15114665E+0001   -0.22510031E+0001   -0.22623439E+0001   -0.23206498E+0001   -0.21514142E+0001
 81350   -0.35044590E+0001   -0.68171981E+0001   -0.48746955E+0001   -0.61900721E+0001   -0.83575272E+0001   -0.23273078E+0001   -0.23767806E+0001   -0.60923030E+0000   -0.15144826E+0001   -0.22518550E+0001   -0.22627887E+0001   -0.23201400E+0001   -0.21514306E+0001
 81400   -0.35083990E+0001   -0.68242294E+0001   -0.48894125E+0001   -0.61939607E+0001   -0.83685082E+0001   -0.23334314E+0001   -0.23766690E+0001   -0.61176518E+0000   -0.15139318E+0001   -0.22521338E+0001   -0.22630728E+0001   -0.23210592E+0001   -0.21526135E+0001
