 80001   -0.27693715E+0001   -0.56539909E+0001   -0.42201019E+0001   -0.57233006E+0001   -0.55016174E+0001   -0.20116222E+0001   -0.20213996E+0001   -0.69995714E+0000   -0.10180373E+0001   -0.22105381E+0001   -0.21211871E+0001    0.55410860E-0001   -0.21061166E+0001
 80050   -0.27800066E+0001   -0.56725002E+0001   -0.42476931E+0001   -0.57405326E+0001   -0.55154872E+0001   -0.20174206E+0001   -0.20341950E+0001   -0.69199176E+0000   -0.10298568E+0001   -0.22202118E+0001   -0.21334392E+0001    0.52978612E-0001   -0.21097292E+0001
 80100   -0.27905348E+0001   -0.56924473E+0001   -0.42768506E+0001   -0.57583837E+0001   -0.55270242E+0001   -0.20234400E+0001   -0.20459698E+0001   -0.68950235E+0000   -0.10349006E+0001   -0.22285219E+0001   -0.21446412E+0001    0.47649680E-0001   -0.21123860E+0001
 80150   -0.27981565E+0001   -0.57155870E+0001   -0.42834441E+0001   -0.57624244E+0001   -0.55422716E+0001   -0.20328526E+0001   -0.20561521E+0001   -0.69605324E+0000   -0.10286775E+0001   -0.22348657E+0001   -0.21551434E+0001    0.45318677E-0001   -0.21157248E+0001
 80200   -0.28062335E+0001   -0.57284450E+0001   -0.42901517E+0001   -0.57705370E+0001   -0.55588077E+0001   -0.20403013E+0001   -0.20704897E+0001   -0.71107045E+0000   -0.10162703E+0001   -0.22431135E+0001   -0.21682766E+0001    0.42088222E-0001   -0.21194274E+0001
 80250   -0.28151272E+0001   -0.57417415E+0001   -0.42985267E+0001   -0.57786138E+0001   -0.55743920E+0001   -0.20471902E+0001   -0.20884588E+0001   -0.73027801E+0000   -0.10049373E+0001   -0.22520516E+0001   -0.21811904E+0001    0.37943851E-0001   -0.21220901E+0001
 80300   -0.28253788E+0001   -0.57627614E+0001   -0.43233243E+0001   -0.57920066E+0001   -0.55731263E+0001   -0.20552302E+0001   -0.21057479E+0001   -0.77063568E+0000   -0.98071171E+0000   -0.22596724E+0001   -0.21917168E+0001    0.34196650E-0001   -0.21238089E+0001
 80350   -0.28363021E+0001   -0.57864079E+0001   -0.43590201E+0001   -0.58056536E+0001   -0.55706712E+0001   -0.20634124E+0001   -0.21193798E+0001   -0.82140072E+0000   -0.94938308E+0000   -0.22651013E+0001   -0.21998418E+0001    0.30167792E-0001   -0.21255207E+0001
 80400   -0.28473418E+0001   -0.58135181E+0001   -0.43966195E+0001   -0.58149202E+0001   -0.55787632E+0001   -0.20729957E+0001   -0.21316324E+0001   -0.86940795E+0000   -0.91488168E+0000   -0.22681961E+0001   -0.22049910E+0001    0.26033027E-0001   -0.21282083E+0001
 80450   -0.28580023E+0001   -0.58453224E+0001   -0.44296283E+0001   -0.58217686E+0001   -0.55926120E+0001   -0.20845633E+0001   -0.21433545E+0001   -0.90877565E+0000   -0.88120962E+0000   -0.22705892E+0001   -0.22091712E+0001    0.21944184E-0001   -0.21309773E+0001
 80500   -0.28674982E+0001   -0.58737567E+0001   -0.44556185E+0001   -0.58311464E+0001   -0.56052224E+0001   -0.20959644E+0001   -0.21536394E+0001   -0.92978197E+0000   -0.86219642E+0000   -0.22734156E+0001   -0.22142434E+0001    0.16730873E-0001   -0.21317235E+0001
 80550   -0.28763141E+0001   -0.58931005E+0001   -0.44812737E+0001   -0.58412575E+0001   -0.56204776E+0001   -0.21062494E+0001   -0.21625898E+0001   -0.94493075E+0000   -0.84849458E+0000   -0.22750162E+0001   -0.22176102E+0001    0.63936406E-0002   -0.21311629E+0001
 80600   -0.28851950E+0001   -0.59001575E+0001   -0.44982636E+0001   -0.58546555E+0001   -0.56519919E+0001   -0.21141278E+0001   -0.21658034E+0001   -0.95178899E+0000   -0.84213219E+0000   -0.22755581E+0001   -0.22199665E+0001   -0.19138432E-0001   -0.21287557E+0001
 80650   -0.29001060E+0001   -0.58751457E+0001   -0.45274157E+0001   -0.58712338E+0001   -0.57349130E+0001   -0.21197686E+0001   -0.21638589E+0001   -0.95807118E+0000   -0.83814871E+0000   -0.22742901E+0001   -0.22230135E+0001   -0.97390705E-0001   -0.21180216E+0001
 80700   -0.29510143E+0001   -0.57637252E+0001   -0.45946483E+0001   -0.59422809E+0001   -0.60517349E+0001   -0.21228156E+0001   -0.21594316E+0001   -0.94949147E+0000   -0.82861760E+0000   -0.22668931E+0001   -0.22256863E+0001   -0.42133104E+0000   -0.20855153E+0001
 80750   -0.31720689E+0001   -0.57730737E+0001   -0.45279933E+0001   -0.60780728E+0001   -0.73654428E+0001   -0.21357449E+0001   -0.21707602E+0001   -0.90356545E+0000   -0.78895656E+0000   -0.22495622E+0001   -0.22337193E+0001   -0.17038859E+0001   -0.21340496E+0001
 80800   -0.32414079E+0001   -0.58102969E+0001   -0.45443136E+0001   -0.60959150E+0001   -0.77246144E+0001   -0.21483638E+0001   -0.21803312E+0001   -0.90723447E+0000   -0.79961099E+0000   -0.22434097E+0001   -0.22366600E+0001   -0.20660562E+0001   -0.21400880E+0001
 80850   -0.32682591E+0001   -0.58424948E+0001   -0.45680482E+0001   -0.61133253E+0001   -0.78420069E+0001   -0.21593100E+0001   -0.21899916E+0001   -0.90827839E+0000   -0.80694738E+0000   -0.22411484E+0001   -0.22391081E+0001   -0.21673691E+0001   -0.21410806E+0001
 80900   -0.32873065E+0001   -0.58705623E+0001   -0.45852734E+0001   -0.61273988E+0001   -0.79213797E+0001   -0.21688837E+0001   -0.21976030E+0001   -0.91089750E+0000   -0.81276235E+0000   -0.22401948E+0001   -0.22387210E+0001   -0.22297484E+0001   -0.21442531E+0001
 80950   -0.33016794E+0001   -0.58991411E+0001   -0.46081982E+0001   -0.61359395E+0001   -0.79722652E+0001   -0.21792280E+0001   -0.22042695E+0001   -0.91184917E+0000   -0.81886003E+0000   -0.22392065E+0001   -0.22395070E+0001   -0.22660825E+0001   -0.21456064E+0001
 81000   -0.33124743E+0001   -0.59205047E+0001   -0.46257271E+0001   -0.61460935E+0001   -0.80089206E+0001   -0.21874436E+0001   -0.22113823E+0001   -0.91169238E+0000   -0.82231548E+0000   -0.22392690E+0001   -0.22405987E+0001   -0.22871811E+0001   -0.21485635E+0001
 81050   -0.33205035E+0001   -0.59400193E+0001   -0.46427056E+0001   -0.61550494E+0001   -0.80331845E+0001   -0.21944369E+0001   -0.22160577E+0001   -0.91135014E+0000   -0.82714344E+0000   -0.22391095E+0001   -0.22411114E+0001   -0.22977359E+0001   -0.21481385E+0001
 81100   -0.33276584E+0001   -0.59567006E+0001   -0.46597953E+0001   -0.61643588E+0001   -0.80529269E+0001   -0.22016592E+0001   -0.22220791E+0001   -0.91118189E+0000   -0.82955735E+0000   -0.22400702E+0001   -0.22421336E+0001   -0.23017573E+0001   -0.21496811E+0001
