 80001   -0.27692105E+0001   -0.56543263E+0001   -0.42190926E+0001   -0.57237782E+0001   -0.55003880E+0001   -0.20109298E+0001   -0.20212359E+0001   -0.70010472E+0000   -0.10181506E+0001   -0.22104166E+0001   -0.21213936E+0001    0.55298084E-0001   -0.21060079E+0001
 80050   -0.27810970E+0001   -0.56786407E+0001   -0.42532223E+0001   -0.57462992E+0001   -0.55139986E+0001   -0.20188697E+0001   -0.20341474E+0001   -0.69397215E+0000   -0.10276385E+0001   -0.22179036E+0001   -0.21305665E+0001    0.51379843E-0001   -0.21092854E+0001
 80100   -0.27915147E+0001   -0.57124492E+0001   -0.42828526E+0001   -0.57764725E+0001   -0.55119983E+0001   -0.20283171E+0001   -0.20370347E+0001   -0.69545649E+0000   -0.10249468E+0001   -0.22263258E+0001   -0.21375107E+0001    0.47073192E-0001   -0.21118850E+0001
 80150   -0.28183979E+0001   -0.58309648E+0001   -0.43111483E+0001   -0.59667497E+0001   -0.54714800E+0001   -0.20515304E+0001   -0.20449997E+0001   -0.70088065E+0000   -0.99318994E+0000   -0.22348285E+0001   -0.21425651E+0001    0.41651352E-0001   -0.21140889E+0001
 80200   -0.28531031E+0001   -0.59987968E+0001   -0.43081860E+0001   -0.61993127E+0001   -0.54591306E+0001   -0.20772205E+0001   -0.20706096E+0001   -0.69817916E+0000   -0.94935128E+0000   -0.22525822E+0001   -0.21603453E+0001    0.49670070E-0001   -0.21131936E+0001
 80250   -0.28686665E+0001   -0.60840080E+0001   -0.42687841E+0001   -0.62990419E+0001   -0.54500812E+0001   -0.20899239E+0001   -0.20899820E+0001   -0.72822637E+0000   -0.89056504E+0000   -0.22651721E+0001   -0.21738906E+0001    0.31131236E-0001   -0.21154538E+0001
 80300   -0.30207314E+0001   -0.68878080E+0001   -0.41571983E+0001   -0.72163674E+0001   -0.53760491E+0001   -0.21143715E+0001   -0.21553057E+0001   -0.80956506E+0000   -0.82077249E+0000   -0.22956516E+0001   -0.22373514E+0001   -0.57703717E-0001   -0.21206329E+0001
 80350   -0.31767119E+0001   -0.69526243E+0001   -0.43164143E+0001   -0.72843292E+0001   -0.60473770E+0001   -0.21171391E+0001   -0.21596428E+0001   -0.90121361E+0000   -0.86632780E+0000   -0.22921494E+0001   -0.22549093E+0001   -0.79570165E+0000   -0.21327140E+0001
 80400   -0.33801470E+0001   -0.69838965E+0001   -0.43752185E+0001   -0.73119002E+0001   -0.71433380E+0001   -0.21221235E+0001   -0.21610861E+0001   -0.93393490E+0000   -0.85881069E+0000   -0.22845420E+0001   -0.22687136E+0001   -0.19620440E+0001   -0.21561555E+0001
 80450   -0.34128815E+0001   -0.70014127E+0001   -0.44071691E+0001   -0.73332164E+0001   -0.72967899E+0001   -0.21286730E+0001   -0.21650951E+0001   -0.94864923E+0000   -0.85255412E+0000   -0.22883299E+0001   -0.22740821E+0001   -0.21087674E+0001   -0.21498394E+0001
