         1       0.500000       0.500000       0.500000
         1       1.587360       0.500000       0.500000
         1       2.674720       0.500000       0.500000
         1       1.043680       1.441681       0.500000
         1       2.131040       1.441681       0.500000
         1       3.218400       1.441681       0.500000
         1       0.500000       2.383363       0.500000
         1       1.587360       2.383363       0.500000
         1       2.674720       2.383363       0.500000
         1       0.500000       1.127788       1.387826
         1       1.587360       1.127788       1.387826
         1       2.674720       1.127788       1.387826
         1       1.043680       2.069469       1.387826
         1       2.131040       2.069469       1.387826
         1       3.218400       2.069469       1.387826
         1       0.500000       3.011150       1.387826
         1       1.587360       3.011150       1.387826
         1       2.674720       3.011150       1.387826
         1       0.500000       1.755575       2.275651
         1       1.587360       1.755575       2.275651
         1       2.674720       1.755575       2.275651
         1       1.043680       2.697257       2.275651
         1       2.131040       2.697257       2.275651
         1       3.218400       2.697257       2.275651
         1       0.500000       3.638938       2.275651
         1       1.587360       3.638938       2.275651
         1       2.674720       3.638938       2.275651
         1       0.500000       0.500000       3.163477
         1       1.587360       0.500000       3.163477
         1       2.674720       0.500000       3.163477
         1       1.043680       1.441681       3.163477
         1       2.131040       1.441681       3.163477
         1       3.218400       1.441681       3.163477
         1       0.500000       2.383363       3.163477
         1       1.587360       2.383363       3.163477
         1       2.674720       2.383363       3.163477
         1       0.500000       1.127788       4.051303
         1       1.587360       1.127788       4.051303
         1       2.674720       1.127788       4.051303
         1       1.043680       2.069469       4.051303
         1       2.131040       2.069469       4.051303
         1       3.218400       2.069469       4.051303
         1       0.500000       3.011150       4.051303
         1       1.587360       3.011150       4.051303
         1       2.674720       3.011150       4.051303
         1       0.500000       1.755575       4.939129
         1       1.587360       1.755575       4.939129
         1       2.674720       1.755575       4.939129
         1       1.043680       2.697257       4.939129
         1       2.131040       2.697257       4.939129
         1       3.218400       2.697257       4.939129
         1       0.500000       3.638938       4.939129
         1       1.587360       3.638938       4.939129
         1       2.674720       3.638938       4.939129
