      0.10463031     -0.05053045      5.32576268
      0.64343766      0.90113668      5.32165807
      0.59785548      1.55600154      0.81193685
      0.04607545      0.60330455      0.80507109
      2.13076310      0.05399389      1.71674704
      0.48298672      0.99912547      1.71522658
      0.46479802      1.68814432      2.61376047
      2.11275846      0.74291454      2.61443779
      1.99973449      0.16510249      3.51483488
      0.33616340      1.12026031      3.52416916
      0.70907092      1.52687427      4.43890628
      0.15950894      0.56559917      4.43346641
      0.08283908      1.85617525      5.32632745
      0.64146110      2.80661610      5.32570278
      0.61009055      3.46713189      0.81013628
      0.05476482      2.50860422      0.81829450
      2.14131780      1.95657241      1.72535598
      0.48049837      2.91638712      1.72074068
      0.45775336      3.60145771      2.60969399
      2.12325081      2.64262381      2.61688009
      1.99273995      2.07454858      3.51842931
      0.34480891      3.03197287      3.52282921
      0.72364673      3.43103168      4.43279688
      0.15967979      2.47532101      4.43284525
      1.20828766     -0.05429758      5.32178477
      1.74271474      0.90413309      5.31787808
      1.70183728      1.56118224      0.82011938
      1.15226340      0.60465855      0.81110595
      1.02910932      0.05564550      1.72063317
      1.58671029      1.00744196      1.72283331
      1.56309645      1.69438388      2.61115765
      1.00977669      0.73406934      2.60905815
      0.89957139      0.15817255      3.50999675
      1.43497636      1.12132667      3.51188736
      1.81405880      1.52074631      4.42635597
      1.25984578      0.56866721      4.42440910
      1.19237224      1.86107972      5.33162457
      1.74873838      2.81443784      5.33646829
      1.71010627      3.46834283      0.81604458
      1.15684810      2.51621559      0.81852563
      1.03280583      1.95705959      1.71881885
      1.58700583      2.91429531      1.72473983
      1.56826827      3.59946270      2.60764703
      1.01662605      2.64876587      2.61425685
      0.88909156      2.07551857      3.52270508
      1.44979962      3.02799616      3.52195108
      1.82581306      3.42934436      4.43683449
      1.26712488      2.47535366      4.43933132
