 64001   -0.73461669E+0001   -0.74884331E+0001   -0.74948712E+0001   -0.73444110E+0001   -0.73488848E+0001   -0.73177333E+0001   -0.73328252E+0001   -0.73402132E+0001   -0.73748653E+0001   -0.72608888E+0001   -0.72635692E+0001   -0.72789685E+0001   -0.72554884E+0001   -0.75289869E+0001   -0.75350484E+0001   -0.73457375E+0001   -0.73313768E+0001   -0.73256614E+0001   -0.73605689E+0001   -0.73499220E+0001   -0.73329095E+0001   -0.72218285E+0001   -0.72387414E+0001   -0.72861823E+0001   -0.72826424E+0001   -0.75270776E+0001   -0.75178215E+0001   -0.73501250E+0001   -0.73732331E+0001   -0.73339993E+0001   -0.73137781E+0001   -0.73204327E+0001   -0.73174781E+0001   -0.72146027E+0001   -0.72269148E+0001   -0.73229228E+0001   -0.72921562E+0001   -0.75043265E+0001   -0.75116703E+0001   -0.73307374E+0001   -0.73337552E+0001   -0.73525971E+0001   -0.73557868E+0001   -0.73682560E+0001   -0.73540785E+0001   -0.72691870E+0001   -0.72710453E+0001   -0.73060550E+0001   -0.73072180E+0001
 64050   -0.73486881E+0001   -0.74912472E+0001   -0.75071570E+0001   -0.73567042E+0001   -0.73396711E+0001   -0.73324215E+0001   -0.73388900E+0001   -0.73432744E+0001   -0.73777325E+0001   -0.72483932E+0001   -0.72622939E+0001   -0.72812797E+0001   -0.72680432E+0001   -0.75308227E+0001   -0.75312884E+0001   -0.73419769E+0001   -0.73406881E+0001   -0.73273657E+0001   -0.73635680E+0001   -0.73522206E+0001   -0.73331803E+0001   -0.72263646E+0001   -0.72520209E+0001   -0.72884030E+0001   -0.73056819E+0001   -0.75263572E+0001   -0.75242962E+0001   -0.73464504E+0001   -0.73647431E+0001   -0.73337313E+0001   -0.73220674E+0001   -0.73136697E+0001   -0.73219080E+0001   -0.72290785E+0001   -0.72346738E+0001   -0.73310975E+0001   -0.73009981E+0001   -0.75025776E+0001   -0.75098498E+0001   -0.73459307E+0001   -0.73349692E+0001   -0.73450430E+0001   -0.73542492E+0001   -0.73732812E+0001   -0.73539255E+0001   -0.72621661E+0001   -0.72730409E+0001   -0.72978322E+0001   -0.72944011E+0001
 64100   -0.73493549E+0001   -0.75047201E+0001   -0.75106158E+0001   -0.73287511E+0001   -0.73479766E+0001   -0.73347125E+0001   -0.73434139E+0001   -0.73472681E+0001   -0.73582843E+0001   -0.72606367E+0001   -0.72594165E+0001   -0.72892403E+0001   -0.72680678E+0001   -0.75183675E+0001   -0.75299538E+0001   -0.73519083E+0001   -0.73370924E+0001   -0.73324098E+0001   -0.73694272E+0001   -0.73549881E+0001   -0.73479366E+0001   -0.72426009E+0001   -0.72460537E+0001   -0.72936009E+0001   -0.73061112E+0001   -0.75172810E+0001   -0.75342147E+0001   -0.73516160E+0001   -0.73675543E+0001   -0.73449384E+0001   -0.73254834E+0001   -0.73234492E+0001   -0.73297178E+0001   -0.72303648E+0001   -0.72398534E+0001   -0.72942168E+0001   -0.72959686E+0001   -0.75123213E+0001   -0.75089920E+0001   -0.73409447E+0001   -0.73495579E+0001   -0.73437189E+0001   -0.73467996E+0001   -0.73627733E+0001   -0.73530208E+0001   -0.72638317E+0001   -0.72587675E+0001   -0.72882449E+0001   -0.73018493E+0001
 64150   -0.73506917E+0001   -0.75074694E+0001   -0.75137499E+0001   -0.73412627E+0001   -0.73421455E+0001   -0.73423153E+0001   -0.73498933E+0001   -0.73524540E+0001   -0.73550003E+0001   -0.72554258E+0001   -0.72468499E+0001   -0.72998315E+0001   -0.72796613E+0001   -0.75250176E+0001   -0.75310595E+0001   -0.73394928E+0001   -0.73512806E+0001   -0.73261003E+0001   -0.73453502E+0001   -0.73485541E+0001   -0.73568762E+0001   -0.72419042E+0001   -0.72497613E+0001   -0.72944746E+0001   -0.72969679E+0001   -0.75170586E+0001   -0.75333291E+0001   -0.73440431E+0001   -0.73632286E+0001   -0.73429009E+0001   -0.73324089E+0001   -0.73312549E+0001   -0.73425995E+0001   -0.72391880E+0001   -0.72381401E+0001   -0.72826883E+0001   -0.72973828E+0001   -0.75092305E+0001   -0.75233620E+0001   -0.73380008E+0001   -0.73344599E+0001   -0.73616952E+0001   -0.73584631E+0001   -0.73768177E+0001   -0.73615426E+0001   -0.72658675E+0001   -0.72522412E+0001   -0.72981869E+0001   -0.72962157E+0001
 64200   -0.73531225E+0001   -0.75184484E+0001   -0.75169771E+0001   -0.73506791E+0001   -0.73488275E+0001   -0.73436795E+0001   -0.73400215E+0001   -0.73589616E+0001   -0.73620696E+0001   -0.72569135E+0001   -0.72432316E+0001   -0.72866927E+0001   -0.72628494E+0001   -0.75199833E+0001   -0.75291983E+0001   -0.73471632E+0001   -0.73492502E+0001   -0.73325284E+0001   -0.73503606E+0001   -0.73426910E+0001   -0.73578806E+0001   -0.72476736E+0001   -0.72447961E+0001   -0.73189384E+0001   -0.72916508E+0001   -0.75259604E+0001   -0.75377709E+0001   -0.73484903E+0001   -0.73552516E+0001   -0.73428159E+0001   -0.73473114E+0001   -0.73401939E+0001   -0.73363684E+0001   -0.72297615E+0001   -0.72498196E+0001   -0.73013902E+0001   -0.73354636E+0001   -0.75247654E+0001   -0.75262416E+0001   -0.73355643E+0001   -0.73409884E+0001   -0.73587817E+0001   -0.73545451E+0001   -0.74061981E+0001   -0.73621897E+0001   -0.72510939E+0001   -0.72492150E+0001   -0.72870150E+0001   -0.72812206E+0001
 64250   -0.72245371E+0001   -0.74966232E+0001   -0.72913494E+0001   -0.73326501E+0001   -0.73503542E+0001   -0.72254134E+0001   -0.72860447E+0001   -0.72963404E+0001   -0.73854885E+0001   -0.69867307E+0001   -0.72859007E+0001   -0.72054948E+0001   -0.69416948E+0001   -0.74890731E+0001   -0.75390913E+0001   -0.73427044E+0001   -0.73378628E+0001   -0.73026381E+0001   -0.72692667E+0001   -0.70994097E+0001   -0.72735514E+0001   -0.72787995E+0001   -0.73020935E+0001   -0.73356799E+0001   -0.72332249E+0001   -0.75508551E+0001   -0.75160050E+0001   -0.73630368E+0001   -0.73466334E+0001   -0.73783143E+0001   -0.73330222E+0001   -0.72754003E+0001   -0.69650858E+0001   -0.66226870E+0001   -0.71777172E+0001   -0.72714181E+0001   -0.59982023E+0001   -0.74910145E+0001   -0.74866933E+0001   -0.73234222E+0001   -0.73484201E+0001   -0.73378924E+0001   -0.72058643E+0001   -0.60518257E+0001   -0.73368839E+0001   -0.72460415E+0001   -0.72095575E+0001   -0.68239578E+0001   -0.72303489E+0001
 64300   -0.71706401E+0001   -0.74972716E+0001   -0.72967900E+0001   -0.73735969E+0001   -0.73873523E+0001   -0.72585209E+0001   -0.74387941E+0001   -0.72958805E+0001   -0.69729640E+0001   -0.72795570E+0001   -0.68917970E+0001   -0.70345911E+0001   -0.71505105E+0001   -0.74549135E+0001   -0.75825933E+0001   -0.73340495E+0001   -0.73031340E+0001   -0.69998391E+0001   -0.73584910E+0001   -0.72932726E+0001   -0.72754474E+0001   -0.71873882E+0001   -0.72778643E+0001   -0.72415320E+0001   -0.72875222E+0001   -0.75282447E+0001   -0.74946416E+0001   -0.73614248E+0001   -0.73055063E+0001   -0.73016287E+0001   -0.70487148E+0001   -0.63194655E+0001   -0.64362999E+0001   -0.68181233E+0001   -0.66208170E+0001   -0.73413015E+0001   -0.71165877E+0001   -0.74051555E+0001   -0.74245319E+0001   -0.73628531E+0001   -0.65979147E+0001   -0.60427303E+0001   -0.69406823E+0001   -0.71378320E+0001   -0.73652486E+0001   -0.71522752E+0001   -0.72160809E+0001   -0.71485333E+0001   -0.72304608E+0001
 64350   -0.71382116E+0001   -0.75202801E+0001   -0.73690985E+0001   -0.74155489E+0001   -0.72310118E+0001   -0.70641008E+0001   -0.65572340E+0001   -0.73373094E+0001   -0.70202291E+0001   -0.63593952E+0001   -0.72778669E+0001   -0.71080334E+0001   -0.60773591E+0001   -0.74433992E+0001   -0.75828522E+0001   -0.73241675E+0001   -0.72443043E+0001   -0.70506891E+0001   -0.72466773E+0001   -0.59814453E+0001   -0.72908874E+0001   -0.72557114E+0001   -0.73181770E+0001   -0.68481881E+0001   -0.72599279E+0001   -0.75279675E+0001   -0.74015621E+0001   -0.73792846E+0001   -0.72137604E+0001   -0.70776429E+0001   -0.67617717E+0001   -0.71371659E+0001   -0.70313786E+0001   -0.64639737E+0001   -0.70049914E+0001   -0.73053346E+0001   -0.71184904E+0001   -0.73911627E+0001   -0.74726676E+0001   -0.73654350E+0001   -0.73312124E+0001   -0.70011082E+0001   -0.70881019E+0001   -0.70035823E+0001   -0.73452176E+0001   -0.72481855E+0001   -0.72983928E+0001   -0.72462332E+0001   -0.72356401E+0001
 64400   -0.73154383E+0001   -0.75266830E+0001   -0.74116115E+0001   -0.73691944E+0001   -0.72923917E+0001   -0.73340707E+0001   -0.72624831E+0001   -0.74068110E+0001   -0.74258484E+0001   -0.71883752E+0001   -0.73330846E+0001   -0.72266982E+0001   -0.71455398E+0001   -0.74689937E+0001   -0.75435069E+0001   -0.73325475E+0001   -0.72802966E+0001   -0.72489238E+0001   -0.73133516E+0001   -0.72760553E+0001   -0.73357382E+0001   -0.72812192E+0001   -0.72670283E+0001   -0.71627011E+0001   -0.72939248E+0001   -0.75425921E+0001   -0.74004047E+0001   -0.73626014E+0001   -0.72654980E+0001   -0.73076508E+0001   -0.72304597E+0001   -0.72439827E+0001   -0.74246407E+0001   -0.71376662E+0001   -0.71260302E+0001   -0.73191881E+0001   -0.71738388E+0001   -0.74141793E+0001   -0.74842888E+0001   -0.73599306E+0001   -0.73605472E+0001   -0.71203737E+0001   -0.72486923E+0001   -0.73473222E+0001   -0.74126757E+0001   -0.72860817E+0001   -0.72888524E+0001   -0.73331233E+0001   -0.72233400E+0001
 64450   -0.73457945E+0001   -0.75301412E+0001   -0.73916161E+0001   -0.73635629E+0001   -0.73147801E+0001   -0.73621902E+0001   -0.73181551E+0001   -0.74618709E+0001   -0.75063552E+0001   -0.73051250E+0001   -0.73448565E+0001   -0.72513872E+0001   -0.72305432E+0001   -0.74719352E+0001   -0.75239815E+0001   -0.73414894E+0001   -0.73018262E+0001   -0.72768248E+0001   -0.73289885E+0001   -0.74201121E+0001   -0.73408698E+0001   -0.72951937E+0001   -0.72625860E+0001   -0.72410784E+0001   -0.73114942E+0001   -0.75437454E+0001   -0.74106321E+0001   -0.73553594E+0001   -0.72847410E+0001   -0.73194541E+0001   -0.72837628E+0001   -0.73121909E+0001   -0.74910671E+0001   -0.72608159E+0001   -0.71974340E+0001   -0.73287985E+0001   -0.72209348E+0001   -0.74224313E+0001   -0.74912897E+0001   -0.73554824E+0001   -0.73721466E+0001   -0.71839441E+0001   -0.72894385E+0001   -0.74226981E+0001   -0.74163553E+0001   -0.73324202E+0001   -0.72631352E+0001   -0.73216040E+0001   -0.72212895E+0001
