         1    0.98126706E+0000    0.11325504E+0001    0.13775222E+0000
         1    0.31472928E+0001    0.11087293E+0001    0.16536673E+0001
         1    0.10799533E+0001    0.32980575E+0001    0.16523384E+0001
         1    0.32444888E+0001    0.32692386E+0001    0.11309490E+0000
         2   -0.71985911E-0001    0.27574248E-0001    0.69664363E-0001
         2    0.22111266E+0001    0.11329057E+0000    0.28618019E+0000
         2   -0.25733413E-0001    0.21910862E+0001    0.11979361E+0000
         2    0.20708206E+0001    0.21876665E+0001    0.97580135E-0001
         2   -0.17478841E-0001    0.16703174E-0001    0.17185254E+0001
         2    0.21048375E+0001    0.45694461E-0001    0.16859296E+0001
         2   -0.62461144E-0001    0.21971171E+0001    0.16480375E+0001
         2    0.21246372E+0001    0.21812269E+0001    0.15944434E+0001
         2    0.96278676E+0000    0.11234257E+0001    0.16981301E+0001
         2    0.31518183E+0001    0.11306573E+0001    0.78446392E-0001
         2    0.10943103E+0001    0.33323588E+0001    0.39888782E-0001
         2    0.32220512E+0001    0.32534562E+0001    0.15769426E+0001
