         1     -3.66748683     -5.47867955      0.98182538
         1     -5.16147709      0.53159804     -4.43599978
         1     -4.62302384     -0.23481431      0.06602412
         1     -5.92254993      0.85129741      4.63337840
         1     -4.70383356      5.99612510      0.48114484
         1      1.55405003     -4.30506655     -0.73629132
         1     -0.04077839      0.46144678     -5.97709630
         1      1.16569808     -0.55401809     -0.64444726
         1      0.42072687     -0.58466364      5.63909356
         1      1.81642880      4.30532798      0.15195500
         1     -4.49201467     -2.81718686     -2.58871570
         1     -4.98332688     -2.47156924      3.02166328
         1     -4.36270454      2.98760902     -1.73408144
         1     -4.15992103      2.76802723      2.13074105
         1      0.39080746     -2.58710573     -3.79820474
         1      1.24342375     -2.30849080      2.48691644
         1      1.18654671      2.27197357     -2.91187652
         1      1.10637716      1.67281888      2.71325849
         1     -1.73650340     -5.38554948     -2.48364162
         1     -1.71436863     -3.86273270      3.90893975
         1     -1.98245080     -0.03262884     -2.75793031
         1     -2.01851192     -0.28820875      2.74012797
         1     -1.43048127      5.43561139     -1.43726800
         1     -1.14838689      4.89269647      2.40152849
         1      3.86200611     -1.48007076     -2.96136108
         1      4.10832675     -0.19541811      3.70954710
         1     -2.76229286     -2.14277452     -5.80037382
         1     -1.74191548     -2.58983499     -0.03059252
         1     -3.24606644     -1.19347917      6.16653555
         1     -2.04535092      3.27835097     -4.54492680
         1     -1.27356597      2.07203511      0.01083947
         1     -1.99488148      2.38829809      5.20740639
         1      4.46791183     -2.34335575      0.62701385
         1      4.14672734      1.36744879      0.09739446
         1     -6.86385588     -3.68489455      0.07810099
         1     -7.70343219     -0.55984351     -1.90061126
         1     -8.02303086     -0.64449102      1.89663955
         1     -7.40135623      2.63033424      0.28469974
