     1   -0.39199857E+0001   -0.35010567E+0001   -0.35060152E+0001   -0.35044756E+0001   -0.35024162E+0001   -0.34888407E+0001   -0.49739679E+0001   -0.49631272E+0001
    50   -0.39192711E+0001   -0.35004552E+0001   -0.35056215E+0001   -0.35040042E+0001   -0.35018367E+0001   -0.34877453E+0001   -0.49733089E+0001   -0.49619261E+0001
   100   -0.39191215E+0001   -0.35002097E+0001   -0.35054561E+0001   -0.35041143E+0001   -0.35018589E+0001   -0.34877178E+0001   -0.49729925E+0001   -0.49615013E+0001
   150   -0.39192745E+0001   -0.35004130E+0001   -0.35057299E+0001   -0.35048841E+0001   -0.35021564E+0001   -0.34884370E+0001   -0.49721809E+0001   -0.49611198E+0001
   200   -0.39191944E+0001   -0.34998614E+0001   -0.35059750E+0001   -0.35053441E+0001   -0.35025660E+0001   -0.34891414E+0001   -0.49709287E+0001   -0.49605440E+0001
   250   -0.39191939E+0001   -0.34996393E+0001   -0.35057044E+0001   -0.35058805E+0001   -0.35031409E+0001   -0.34893160E+0001   -0.49702446E+0001   -0.49604318E+0001
   300   -0.39191662E+0001   -0.34997952E+0001   -0.35056096E+0001   -0.35063134E+0001   -0.35036293E+0001   -0.34891125E+0001   -0.49690644E+0001   -0.49606392E+0001
   350   -0.39191641E+0001   -0.34983259E+0001   -0.35057920E+0001   -0.35073038E+0001   -0.35041847E+0001   -0.34899353E+0001   -0.49675723E+0001   -0.49610345E+0001
   400   -0.39192546E+0001   -0.34965258E+0001   -0.35057392E+0001   -0.35074308E+0001   -0.35036076E+0001   -0.34912902E+0001   -0.49676837E+0001   -0.49625048E+0001
   450   -0.39193385E+0001   -0.34960329E+0001   -0.35058845E+0001   -0.35070279E+0001   -0.35030934E+0001   -0.34918556E+0001   -0.49676668E+0001   -0.49638081E+0001
   500   -0.39194599E+0001   -0.34958775E+0001   -0.35063454E+0001   -0.35071020E+0001   -0.35032664E+0001   -0.34920265E+0001   -0.49680459E+0001   -0.49635554E+0001
   550   -0.39195707E+0001   -0.34961390E+0001   -0.35065597E+0001   -0.35074039E+0001   -0.35038627E+0001   -0.34919283E+0001   -0.49677319E+0001   -0.49633691E+0001
   600   -0.39197883E+0001   -0.34963282E+0001   -0.35068088E+0001   -0.35074045E+0001   -0.35040186E+0001   -0.34920859E+0001   -0.49675896E+0001   -0.49642824E+0001
   650   -0.39199711E+0001   -0.34959932E+0001   -0.35073449E+0001   -0.35077081E+0001   -0.35046308E+0001   -0.34934453E+0001   -0.49660348E+0001   -0.49646406E+0001
   700   -0.39199310E+0001   -0.34952426E+0001   -0.35076971E+0001   -0.35079142E+0001   -0.35049001E+0001   -0.34939989E+0001   -0.49650418E+0001   -0.49647220E+0001
     1   -0.39199820E+0001   -0.35010517E+0001   -0.35060144E+0001   -0.35044754E+0001   -0.35024100E+0001   -0.34888310E+0001   -0.49739717E+0001   -0.49631196E+0001
    50   -0.39190865E+0001   -0.35002250E+0001   -0.35055335E+0001   -0.35038974E+0001   -0.35016749E+0001   -0.34874451E+0001   -0.49731937E+0001   -0.49616356E+0001
   100   -0.39187144E+0001   -0.34995359E+0001   -0.35052671E+0001   -0.35039662E+0001   -0.35016335E+0001   -0.34873321E+0001   -0.49723103E+0001   -0.49609559E+0001
   150   -0.39185805E+0001   -0.34986956E+0001   -0.35050222E+0001   -0.35046131E+0001   -0.35023977E+0001   -0.34882931E+0001   -0.49709551E+0001   -0.49600869E+0001
