         1     -0.01008261      3.83974329      1.24835662
         1      2.64382476      2.53287477     -1.00945022
         1      2.59041157     -1.00944794      0.55147590
         1     -1.57482484     -2.89668029      0.04721036
         1     -3.63273874     -0.42195768     -2.15346106
         1     -0.91915169      0.28695978      1.84984762
         1     -0.03707189      0.03768647     -1.72226001
         1      0.88878703      2.57485302     -4.35642598
         1      3.23578080     -0.31544601     -3.41242580
         1      1.35298710     -3.36510500     -2.29523360
         1     -2.21044850     -3.69419324     -3.55090153
         1     -1.99342512      3.11203066     -1.89233820
         1     -1.09646386     -0.52102825     -5.17634171
