 54001   -0.49104780E+0001   -0.32851626E+0001   -0.50363155E+0001   -0.48500243E+0001   -0.49691580E+0001   -0.48354363E+0001   -0.44911911E+0001   -0.86632185E+0001   -0.46949609E+0001   -0.48092323E+0001   -0.49723048E+0001   -0.39824607E+0001   -0.45864877E+0001   -0.46602612E+0001
 54100   -0.49107580E+0001   -0.32808595E+0001   -0.50327882E+0001   -0.48750000E+0001   -0.49767114E+0001   -0.48161856E+0001   -0.44854955E+0001   -0.86505980E+0001   -0.47013697E+0001   -0.48205432E+0001   -0.49923277E+0001   -0.39699669E+0001   -0.45695630E+0001   -0.46684455E+0001
 54200   -0.49157159E+0001   -0.32735864E+0001   -0.50332427E+0001   -0.48377238E+0001   -0.50156002E+0001   -0.48344354E+0001   -0.45038642E+0001   -0.86140400E+0001   -0.47047495E+0001   -0.48141909E+0001   -0.50035883E+0001   -0.39699815E+0001   -0.45777813E+0001   -0.47215221E+0001
 54300   -0.49187454E+0001   -0.32954762E+0001   -0.50177659E+0001   -0.48459100E+0001   -0.50189833E+0001   -0.48349090E+0001   -0.44835384E+0001   -0.86486080E+0001   -0.47042082E+0001   -0.48200004E+0001   -0.50128991E+0001   -0.39782886E+0001   -0.45545212E+0001   -0.47285821E+0001
 54400   -0.49225484E+0001   -0.32952287E+0001   -0.50148922E+0001   -0.48489068E+0001   -0.50322617E+0001   -0.48273428E+0001   -0.45018303E+0001   -0.86323950E+0001   -0.47054042E+0001   -0.48307691E+0001   -0.50115122E+0001   -0.39933508E+0001   -0.45642726E+0001   -0.47349629E+0001
 54500   -0.49272708E+0001   -0.32902069E+0001   -0.50340768E+0001   -0.48534105E+0001   -0.50348590E+0001   -0.47919426E+0001   -0.45240116E+0001   -0.86372731E+0001   -0.47219105E+0001   -0.48540467E+0001   -0.50050339E+0001   -0.40104651E+0001   -0.45680575E+0001   -0.47292261E+0001
 54600   -0.49291870E+0001   -0.32873402E+0001   -0.50484644E+0001   -0.48719828E+0001   -0.50259183E+0001   -0.47596825E+0001   -0.45438921E+0001   -0.86760514E+0001   -0.47270219E+0001   -0.48441302E+0001   -0.50092263E+0001   -0.40182929E+0001   -0.45418724E+0001   -0.47255554E+0001
 54700   -0.49303026E+0001   -0.32992629E+0001   -0.50443508E+0001   -0.48852016E+0001   -0.50234519E+0001   -0.47661320E+0001   -0.45269008E+0001   -0.86709587E+0001   -0.47232058E+0001   -0.48456860E+0001   -0.50113310E+0001   -0.40207139E+0001   -0.45442429E+0001   -0.47324949E+0001
 54800   -0.49320642E+0001   -0.32766362E+0001   -0.50515980E+0001   -0.49059325E+0001   -0.50509276E+0001   -0.47689097E+0001   -0.45350729E+0001   -0.86018195E+0001   -0.47218936E+0001   -0.48617642E+0001   -0.50227035E+0001   -0.40120209E+0001   -0.45568546E+0001   -0.47507011E+0001
 54900   -0.49371077E+0001   -0.32925293E+0001   -0.50435569E+0001   -0.48816058E+0001   -0.50741746E+0001   -0.47513395E+0001   -0.45376398E+0001   -0.86628166E+0001   -0.47265835E+0001   -0.48643830E+0001   -0.50487615E+0001   -0.40007572E+0001   -0.45278883E+0001   -0.47703637E+0001
 55000   -0.49389591E+0001   -0.33196149E+0001   -0.50392308E+0001   -0.49026141E+0001   -0.50677347E+0001   -0.47266075E+0001   -0.45071072E+0001   -0.86512827E+0001   -0.47353917E+0001   -0.49050289E+0001   -0.50731860E+0001   -0.39943540E+0001   -0.44848331E+0001   -0.47994825E+0001
 55100   -0.49413326E+0001   -0.32982751E+0001   -0.50437907E+0001   -0.49324125E+0001   -0.50823966E+0001   -0.46959219E+0001   -0.45074466E+0001   -0.87084966E+0001   -0.47223621E+0001   -0.49213735E+0001   -0.50685262E+0001   -0.40061259E+0001   -0.44685332E+0001   -0.47816624E+0001
 55200   -0.49421853E+0001   -0.33154816E+0001   -0.50289215E+0001   -0.49154436E+0001   -0.50822884E+0001   -0.47108172E+0001   -0.45088388E+0001   -0.86655541E+0001   -0.47285221E+0001   -0.49175465E+0001   -0.50669550E+0001   -0.40037861E+0001   -0.44691648E+0001   -0.48350889E+0001
 55300   -0.49470399E+0001   -0.33241285E+0001   -0.50428645E+0001   -0.49362519E+0001   -0.50796306E+0001   -0.46775792E+0001   -0.44943170E+0001   -0.86747568E+0001   -0.47347774E+0001   -0.49432325E+0001   -0.50826848E+0001   -0.39905922E+0001   -0.44551540E+0001   -0.48755492E+0001
 55400   -0.49520978E+0001   -0.33460308E+0001   -0.50318352E+0001   -0.49576631E+0001   -0.51016304E+0001   -0.46752931E+0001   -0.44896368E+0001   -0.86806519E+0001   -0.47421940E+0001   -0.49567162E+0001   -0.51011470E+0001   -0.39929511E+0001   -0.44418598E+0001   -0.48596619E+0001
 55500   -0.49561691E+0001   -0.33729534E+0001   -0.50321369E+0001   -0.49649745E+0001   -0.51162993E+0001   -0.46824245E+0001   -0.44663216E+0001   -0.86453059E+0001   -0.47576781E+0001   -0.49770772E+0001   -0.51138691E+0001   -0.39831113E+0001   -0.44143318E+0001   -0.49037145E+0001
 55600   -0.49577500E+0001   -0.33832036E+0001   -0.50363331E+0001   -0.49304440E+0001   -0.51124729E+0001   -0.46786899E+0001   -0.44704682E+0001   -0.86995746E+0001   -0.47578698E+0001   -0.49675603E+0001   -0.51187903E+0001   -0.39887483E+0001   -0.44026931E+0001   -0.49039021E+0001
 55700   -0.49635393E+0001   -0.34214338E+0001   -0.50040093E+0001   -0.49370839E+0001   -0.51138455E+0001   -0.46859452E+0001   -0.44571596E+0001   -0.87160058E+0001   -0.47702089E+0001   -0.49951475E+0001   -0.51395445E+0001   -0.39590423E+0001   -0.43831548E+0001   -0.49434298E+0001
 55800   -0.49715167E+0001   -0.34493236E+0001   -0.50011318E+0001   -0.49325235E+0001   -0.51362361E+0001   -0.46768159E+0001   -0.44288524E+0001   -0.87068471E+0001   -0.47738437E+0001   -0.50215225E+0001   -0.51685046E+0001   -0.39557960E+0001   -0.43592675E+0001   -0.50190528E+0001
 55900   -0.49752168E+0001   -0.34661755E+0001   -0.49877373E+0001   -0.49182828E+0001   -0.51404359E+0001   -0.46816662E+0001   -0.44058954E+0001   -0.87423843E+0001   -0.47731025E+0001   -0.50230701E+0001   -0.51786787E+0001   -0.39316280E+0001   -0.43524948E+0001   -0.50762668E+0001
 56000   -0.49828247E+0001   -0.34992600E+0001   -0.49828643E+0001   -0.49692230E+0001   -0.51664854E+0001   -0.46469236E+0001   -0.44068743E+0001   -0.87593993E+0001   -0.47759795E+0001   -0.50691526E+0001   -0.51877065E+0001   -0.39246352E+0001   -0.43142571E+0001   -0.50739602E+0001
 56100   -0.49922537E+0001   -0.35414598E+0001   -0.49610780E+0001   -0.50092164E+0001   -0.51826493E+0001   -0.46617042E+0001   -0.43903660E+0001   -0.87883090E+0001   -0.47783830E+0001   -0.50741844E+0001   -0.52209682E+0001   -0.39061241E+0001   -0.42829870E+0001   -0.51018684E+0001
 56200   -0.50005703E+0001   -0.35849514E+0001   -0.49422959E+0001   -0.50043727E+0001   -0.52087990E+0001   -0.46903563E+0001   -0.43601037E+0001   -0.87793538E+0001   -0.47800955E+0001   -0.50607227E+0001   -0.52626151E+0001   -0.38841976E+0001   -0.42764312E+0001   -0.51731194E+0001
 56300   -0.50170631E+0001   -0.36774916E+0001   -0.49221496E+0001   -0.50423217E+0001   -0.52273507E+0001   -0.46926332E+0001   -0.43250549E+0001   -0.87789683E+0001   -0.47946837E+0001   -0.50793088E+0001   -0.53270494E+0001   -0.38584633E+0001   -0.42526267E+0001   -0.52437187E+0001
 56400   -0.50283667E+0001   -0.37457787E+0001   -0.48872372E+0001   -0.50373931E+0001   -0.52381147E+0001   -0.46992784E+0001   -0.43233117E+0001   -0.88675318E+0001   -0.47982008E+0001   -0.50866981E+0001   -0.53159399E+0001   -0.38519158E+0001   -0.42484100E+0001   -0.52689572E+0001
 56500   -0.50388036E+0001   -0.38070803E+0001   -0.48967817E+0001   -0.50449297E+0001   -0.52477436E+0001   -0.46911863E+0001   -0.42910142E+0001   -0.88640988E+0001   -0.47959461E+0001   -0.51284491E+0001   -0.53448573E+0001   -0.38237299E+0001   -0.42222542E+0001   -0.53463751E+0001
 56600   -0.50539931E+0001   -0.39041855E+0001   -0.48728771E+0001   -0.50590948E+0001   -0.52712265E+0001   -0.47122532E+0001   -0.42624971E+0001   -0.89045981E+0001   -0.48151804E+0001   -0.51227288E+0001   -0.53689157E+0001   -0.38196397E+0001   -0.41939939E+0001   -0.53947194E+0001
 56700   -0.50672448E+0001   -0.39811471E+0001   -0.48392114E+0001   -0.50516156E+0001   -0.52803218E+0001   -0.47435318E+0001   -0.42290756E+0001   -0.89599447E+0001   -0.48152847E+0001   -0.51229670E+0001   -0.53970921E+0001   -0.38125268E+0001   -0.41920651E+0001   -0.54493991E+0001
 56800   -0.50771834E+0001   -0.40375383E+0001   -0.48230819E+0001   -0.50915202E+0001   -0.52756158E+0001   -0.47554309E+0001   -0.42233871E+0001   -0.90075848E+0001   -0.48249192E+0001   -0.51250814E+0001   -0.53890867E+0001   -0.37928908E+0001   -0.41923466E+0001   -0.54649010E+0001
 56900   -0.50857473E+0001   -0.40961818E+0001   -0.48101173E+0001   -0.50967118E+0001   -0.52721634E+0001   -0.47511613E+0001   -0.41916728E+0001   -0.90192615E+0001   -0.48448187E+0001   -0.51586945E+0001   -0.54145435E+0001   -0.37808316E+0001   -0.41842810E+0001   -0.54942751E+0001
 57000   -0.50958962E+0001   -0.41429358E+0001   -0.48040052E+0001   -0.51427352E+0001   -0.53047964E+0001   -0.47555918E+0001   -0.41911542E+0001   -0.90502620E+0001   -0.48606892E+0001   -0.51517689E+0001   -0.53963599E+0001   -0.37557666E+0001   -0.41742616E+0001   -0.55163240E+0001
 57100   -0.50997895E+0001   -0.41652698E+0001   -0.48313965E+0001   -0.51383320E+0001   -0.53007444E+0001   -0.47417479E+0001   -0.41968772E+0001   -0.90297698E+0001   -0.48826117E+0001   -0.51517663E+0001   -0.53873103E+0001   -0.37501951E+0001   -0.41752272E+0001   -0.55460151E+0001
 57200   -0.51044606E+0001   -0.41899566E+0001   -0.48373830E+0001   -0.51332952E+0001   -0.52892186E+0001   -0.47336165E+0001   -0.42005074E+0001   -0.90426293E+0001   -0.49111738E+0001   -0.51616178E+0001   -0.53960826E+0001   -0.37298149E+0001   -0.41842269E+0001   -0.55484646E+0001
