 1 0.021211 0.000541 5.3310213
 1 0.5798309 0.9545574 5.3345285
 1 0.5410179 1.5874833 0.8178612
 1 0.0001356 0.6322213 0.8217953
 1 2.1519742 0.0309118 1.7192265
 1 0.503983 0.9916878 1.7190104
 1 0.4575632 1.6794594 2.6117077
 1 2.1379211 0.7210295 2.6186843
 1 2.1198194 0.1029488 3.5216058
 1 0.4693772 1.0548406 3.5139971
 1 0.5762084 1.6138457 4.4322825
 1 0.0223274 0.6611591 4.435957
 1 0.0251358 1.9102284 5.324142
 1 0.5796389 2.8665606 5.3241258
 1 0.5529863 3.4983821 0.8184989
 1 -0.0017992 2.5454469 0.8160239
 1 2.1399992 1.9478136 1.7116124
 1 0.486914 2.9000876 1.7165733
 1 0.4777474 3.5919018 2.6234777
 1 2.1258512 2.6419854 2.6177871
 1 2.106364 2.0146956 3.5042537
 1 0.4523766 2.9678752 3.5212815
 1 0.5626008 3.5288332 4.4322391
 1 0.020975 2.5676098 4.4260407
 1 1.1276537 0.002379 5.325747
 1 1.6822143 0.9575074 5.3282223
 1 1.6450449 1.5854314 0.8164453
 1 1.1051554 0.6292598 0.8211035
 1 1.0464715 0.0349431 1.7229661
 1 1.6072445 0.9875648 1.7179404
 1 1.56636 1.6838001 2.6130696
 1 1.0334132 0.7282018 2.6230452
 1 1.0152719 0.1008013 3.5230272
 1 1.5741167 1.0540152 3.5173207
 1 1.6786469 1.6192603 4.4266892
 1 1.1234268 0.6633754 4.4360652
 1 1.1270824 1.9118984 5.3250661
 1 1.6789954 2.863622 5.3216019
 1 1.6557029 3.494385 0.8180882
 1 1.1027793 2.5461273 0.8205415
 1 1.0367953 1.9464762 1.7158653
 1 1.5863565 2.9027778 1.7262895
 1 1.578185 3.5955854 2.6223753
 1 1.018312 2.637362 2.6207323
 1 1.0053067 2.0092201 3.5126729
 1 1.557019 2.9670118 3.5122893
 1 1.6679757 3.5255392 4.4297533
 1 1.1204397 2.5712974 4.4233384

