1     -0.39199683E+0001
50     -0.39188099E+0001
100     -0.39182732E+0001
150     -0.39181627E+0001
200     -0.39178786E+0001
250     -0.39177639E+0001
300     -0.39176656E+0001
350     -0.39173165E+0001
400     -0.39172998E+0001
450     -0.39170572E+0001
500     -0.39171443E+0001
550     -0.39168617E+0001
600     -0.39164532E+0001
650     -0.39158495E+0001
700     -0.39155660E+0001
750     -0.39151807E+0001
800     -0.39148878E+0001
850     -0.39146824E+0001
900     -0.39141518E+0001
950     -0.39139190E+0001
1000     -0.39133863E+0001
1050     -0.39130350E+0001
1100     -0.39129419E+0001
1150     -0.39125059E+0001
1200     -0.39118330E+0001
1250     -0.39115428E+0001
1300     -0.39109473E+0001
1350     -0.39101818E+0001
1400     -0.39098898E+0001
1450     -0.39093089E+0001
1500     -0.39086737E+0001
1550     -0.39082998E+0001
1600     -0.39077595E+0001
1650     -0.39070875E+0001
1700     -0.39064341E+0001
1750     -0.39057584E+0001
1800     -0.39052516E+0001
1850     -0.39046344E+0001
1900     -0.39037056E+0001
1950     -0.39026999E+0001
2000     -0.39016166E+0001
2050     -0.39008268E+0001
2100     -0.38999016E+0001
2150     -0.38988238E+0001
2200     -0.38975562E+0001
2250     -0.38969007E+0001
2300     -0.38958866E+0001
2350     -0.38949780E+0001
2400     -0.38939936E+0001
2450     -0.38924768E+0001
2500     -0.38910214E+0001
2550     -0.38899066E+0001
2600     -0.38886699E+0001
2650     -0.38871561E+0001
2700     -0.38860547E+0001
2750     -0.38849348E+0001
2800     -0.38833224E+0001
2850     -0.38815751E+0001
2900     -0.38797238E+0001
2950     -0.38780015E+0001
3000     -0.38760780E+0001
3050     -0.38739014E+0001
3100     -0.38716412E+0001
3150     -0.38694600E+0001
3200     -0.38674670E+0001
3201     -0.38677175E+0001
3250     -0.38737394E+0001
3300     -0.38715522E+0001
3350     -0.38696169E+0001
3400     -0.38676643E+0001
3450     -0.38658057E+0001
3500     -0.38636820E+0001
3550     -0.38617122E+0001
3600     -0.38595401E+0001
3650     -0.38572387E+0001
3700     -0.38550293E+0001
3750     -0.38526064E+0001
3800     -0.38502056E+0001
