83401     -0.74927019E+0001
83450     -0.74948901E+0001
83500     -0.74961291E+0001
83550     -0.74977496E+0001
83600     -0.74988375E+0001
83650     -0.74998701E+0001
83700     -0.75007555E+0001
83750     -0.75014416E+0001
83800     -0.75024705E+0001
83850     -0.75032166E+0001
83900     -0.75042222E+0001
83950     -0.75050328E+0001
84000     -0.75056750E+0001
84050     -0.75061518E+0001
84100     -0.75067385E+0001
84150     -0.75071938E+0001
84200     -0.75075303E+0001
84250     -0.75080584E+0001
84300     -0.75085245E+0001
84350     -0.75093332E+0001
84400     -0.75096332E+0001
84450     -0.75097049E+0001
84500     -0.75098411E+0001
84550     -0.75101053E+0001
84600     -0.75103527E+0001
84650     -0.75107499E+0001
84700     -0.75110881E+0001
84750     -0.75111295E+0001
84800     -0.75115685E+0001
84850     -0.75120061E+0001
84900     -0.75120686E+0001
84950     -0.75121702E+0001
85000     -0.75121969E+0001
85050     -0.75124501E+0001
85100     -0.75123756E+0001
85150     -0.75121574E+0001
85200     -0.75125970E+0001
85250     -0.75129085E+0001
85300     -0.75129281E+0001
85350     -0.75129873E+0001
85400     -0.75133149E+0001
85450     -0.75129366E+0001
85500     -0.75134538E+0001
85550     -0.75133754E+0001
85600     -0.75133261E+0001
85650     -0.75132693E+0001
85700     -0.75133487E+0001
85750     -0.75135392E+0001
85800     -0.75133700E+0001
85850     -0.75135939E+0001
85900     -0.75133099E+0001
85950     -0.75131512E+0001
86000     -0.75135276E+0001
86050     -0.75136417E+0001
86100     -0.75136931E+0001
86150     -0.75142559E+0001
86200     -0.75140513E+0001
86250     -0.75139162E+0001
86300     -0.75139762E+0001
86350     -0.75136748E+0001
86400     -0.75140295E+0001
86450     -0.75140789E+0001
86500     -0.75136330E+0001
86550     -0.75142106E+0001
86600     -0.75141365E+0001
86650     -0.75140739E+0001
86700     -0.75141390E+0001
86750     -0.75141391E+0001
86800     -0.75142512E+0001
86850     -0.75141469E+0001
86900     -0.75141975E+0001
86950     -0.75142864E+0001
87000     -0.75142188E+0001
87050     -0.75144430E+0001
87100     -0.75146260E+0001
87150     -0.75145761E+0001
87200     -0.75143512E+0001
87250     -0.75142348E+0001
87300     -0.75144099E+0001
87350     -0.75145244E+0001
87400     -0.75148114E+0001
87450     -0.75147438E+0001
87500     -0.75146442E+0001
87550     -0.75146735E+0001
87600     -0.75143643E+0001
87650     -0.75143929E+0001
87700     -0.75144008E+0001
87750     -0.75139836E+0001
87800     -0.75146103E+0001
87850     -0.75144827E+0001
87900     -0.75144019E+0001
87950     -0.75148024E+0001
88000     -0.75148725E+0001
88050     -0.75147553E+0001
88100     -0.75148557E+0001
88150     -0.75146507E+0001
88200     -0.75147126E+0001
88250     -0.75146576E+0001
88300     -0.75148366E+0001
88350     -0.75146095E+0001
88400     -0.75147490E+0001
88450     -0.75143775E+0001
88500     -0.75143770E+0001
88550     -0.75144717E+0001
88600     -0.75143710E+0001
88650     -0.75143713E+0001
88700     -0.75144916E+0001
88750     -0.75147512E+0001
88800     -0.75144412E+0001
88850     -0.75147382E+0001
88900     -0.75145988E+0001
88950     -0.75148135E+0001
89000     -0.75144401E+0001
89050     -0.75145765E+0001
