    -4.25654874     -5.36712682      0.02306591
     -4.35120030     -0.12595797     -5.38839624
     -4.28786447     -0.13925541      0.14538486
     -4.28418437     -0.12439179      5.45637493
     -4.86798361      4.88342828      0.04288852
      1.05044167     -5.30237968      0.00572655
      0.98492144      0.10879899     -5.24829878
      0.91337924      0.03816100      0.06009239
      0.93659995      0.05797639      5.37477312
      0.70551265      5.40311985      0.04597057
     -4.32241342     -2.63188295     -2.60592374
     -4.28897150     -2.76801753      2.75826648
     -4.54457779      2.32951421     -2.60274209
     -4.41085227      2.45158178      2.77924738
      1.02443563     -2.59785386     -2.60722389
      1.02334318     -2.64307314      2.70051488
      0.83185772      2.73425058     -2.57330142
      0.81574069      2.73056797      2.69098828
     -1.62108326     -5.27754430     -2.65389538
     -1.58206426     -5.37171163      2.67958705
     -1.68452120     -0.03357636     -2.59348070
     -1.67260939     -0.06364371      2.73749082
     -2.07536012      5.22152015     -2.49592169
     -2.04134224      5.30416178      2.58799530
      3.60903291      0.14179042     -2.54657108
      3.57074797      0.12765531      2.68358892
     -1.58948903     -2.63322814     -5.31164502
     -1.63259176     -2.67543874      0.05557807
     -1.58770897     -2.73986242      5.39085849
     -1.81621332      2.64015412     -5.23192899
     -1.81820482      2.56622741      0.06452071
     -1.76478329      2.69805616      5.37672235
      3.67032883     -2.57107839      0.05951350
      3.48747024      2.82674074      0.07164666
     -6.97076005     -2.75057844      0.05528477
     -7.62394354      0.90793569     -0.91297373
     -7.02890599     -0.16475449      2.76412964
     -7.87955182      3.44011552      1.85175140
