1 -4.607975 -5.3203883 0.1149159
1 -4.755455 0.0352063 -5.2249279
1 -4.5827208 0.0409389 0.0135822
1 -4.5380192 0.1488051 5.2967739
1 -4.4310694 5.3890538 -0.0390039
1 0.7156949 -5.2426801 -0.0045047
1 0.5818076 -0.1402516 -5.4904881
1 0.7285838 -0.107512 -0.0952797
1 0.7935148 0.0317693 5.3560791
1 1.1372218 5.0318809 -0.1422958
1 -4.7024231 -2.6518581 -2.5714815
1 -4.5750032 -2.5773013 2.6979399
1 -4.5713091 2.696383 -2.6166983
1 -4.4783616 2.7421737 2.5891352
1 0.6328054 -2.7095938 -2.7448197
1 0.7431197 -2.5988496 2.6486225
1 0.8238721 2.4429088 -2.7801502
1 0.9129338 2.4864497 2.5435086
1 -2.0344281 -5.3304486 -2.6087253
1 -1.8992344 -5.2354517 2.7116194
1 -1.98767 -0.0398984 -2.6754229
1 -1.8905506 0.0233989 2.6095114
1 -1.7035756 5.2470889 -2.6313565
1 -1.6089912 5.3062863 2.4362412
1 3.4158321 -0.246542 -2.9920878
1 3.5515485 -0.1682401 2.7747288
1 -2.1542325 -2.6933215 -5.3176279
1 -1.9754176 -2.6251366 -0.0010877
1 -1.9095998 -2.5424381 5.3542795
1 -1.967064 2.6111036 -5.3254414
1 -1.8228345 2.5807739 -0.0654159
1 -1.7872491 2.7435098 5.1863737
1 3.430471 -2.6123815 -0.0823526
1 3.6300397 2.1716886 -0.1440616
1 -7.2996898 -2.6780424 0.1241865
1 -7.3607683 0.0404706 -2.4857745
1 -7.2344852 0.1041904 2.6483727
1 -7.2218127 2.8077321 0.0377278

